SA2_CODE,Total_Population,Median_age_persons,Median_tot_prsnl_inc_weekly,Total_Managers,Total_Professionals,Total_White_Collar,Total_High_Value_Professionals,Professional_Density_per_1000,Total_Professional_Industry_Workers,Professional_Industry_Concentration,Total_Flats_Apartments,Total_Separate_Houses,Commercial_Density_Proxy,Commercial_Stock_Ratio,Commercial_Opportunity_Score,Demand_Gap_Index,Is_Employment_Cluster,Is_Emerging_Cluster,Score_Professional_Demand,Score_Professional_Density,Score_Industry_Concentration,Score_Commercial_Deficit,Score_Income
122031693,13980,41,1066,2890,3995,8790,6885,492.45,1046,74.82,4405,5890,3102.1,0.3,36.86,29.86,True,False,38.01,35.18,5.71,81.59,32.8
122031694,9116,38,1120,1880,2960,6049,4840,530.88,707,77.55,3584,3535,2513.9,0.35,34.89,27.5,False,False,26.72,37.92,5.92,85.08,34.46
122031695,17816,36,1055,3127,5308,10725,8435,473.42,1329,74.59,16868,1736,11821.7,0.63,31.29,12.0,True,False,46.57,33.82,5.69,29.85,32.46
122031696,17175,41,1041,3707,5299,11298,9006,524.34,1357,79.01,293,10470,205.1,0.02,43.51,43.06,True,False,49.72,37.45,6.03,98.78,32.03
122031697,11241,46,1019,1979,3029,6434,5008,445.47,827,73.56,5658,3106,3977.1,0.45,31.97,22.72,False,False,27.65,31.82,5.62,76.4,31.35
123011433,13295,42,876,1842,2630,6251,4472,336.34,992,74.61,386,8097,276.8,0.03,32.0,23.96,False,False,24.69,24.02,5.7,98.36,26.95
123011698,6445,31,980,752,1066,2792,1818,282.04,473,73.38,58,4471,40.6,0.01,27.15,15.05,False,False,10.04,20.15,5.6,99.76,30.15
123011699,14019,34,939,2043,2623,6802,4666,332.81,982,70.04,162,9133,149.7,0.02,32.5,24.55,False,False,25.76,23.77,5.35,99.11,28.89
123011700,11241,36,974,1911,2351,6149,4262,379.11,894,79.52,0,6718,0.0,0.0,33.04,25.3,False,False,23.53,27.08,6.07,100.0,29.97
123011701,19040,35,939,2595,3611,9474,6206,325.93,1648,86.55,21,12330,14.7,0.0,35.3,28.75,False,False,34.26,23.28,6.61,99.91,28.89
123011702,9539,30,1122,1214,1927,4665,3141,329.25,913,95.7,50,6467,35.0,0.01,30.96,20.39,False,False,17.34,23.52,7.31,99.79,34.52
123021436,20011,33,695,1384,2258,5907,3642,181.99,1139,56.92,360,13232,252.0,0.02,27.07,16.31,False,False,20.11,13.0,4.35,98.5,21.38
123021437,22084,35,744,1668,3958,8277,5626,254.74,1441,65.25,5655,10983,3962.1,0.24,28.63,18.84,False,False,31.06,18.2,4.98,76.49,22.89
123021438,20236,35,755,1621,2540,6919,4161,205.61,1208,59.69,180,11962,126.0,0.01,28.69,18.69,False,False,22.97,14.69,4.56,99.25,23.23
123021441,16729,37,719,1265,2332,5662,3597,215.0,976,58.34,798,10735,558.6,0.05,27.4,17.02,False,False,19.86,15.36,4.45,96.69,22.12
123021443,21335,35,712,1483,2942,6951,4425,207.4,1331,62.38,540,12481,378.0,0.03,28.84,19.18,False,False,24.43,14.81,4.76,97.76,21.91
123021444,21155,37,697,1899,2700,7110,4599,217.39,1156,54.64,395,12787,279.2,0.02,29.23,20.12,False,False,25.39,15.53,4.17,98.34,21.45
123021703,14868,32,985,1736,3846,7588,5582,375.41,1023,68.8,549,8112,384.3,0.04,34.69,28.16,False,False,30.82,26.82,5.25,97.72,30.31
123021704,10536,36,844,889,2520,4815,3409,323.53,910,86.36,183,5004,133.5,0.03,30.22,20.8,False,False,18.82,23.11,6.59,99.21,25.97
123021705,16720,37,739,1360,2874,6422,4234,253.21,1115,66.68,572,8421,400.4,0.04,29.47,20.24,False,False,23.38,18.09,5.09,97.62,22.74
123021706,14198,36,592,693,1754,3881,2447,172.34,673,47.4,147,7678,102.9,0.01,24.58,12.83,False,False,13.51,12.31,3.62,99.39,18.22
123031445,5934,40,763,708,682,2109,1390,234.2,368,62.01,55,3818,72.1,0.02,24.71,12.15,False,False,7.67,16.73,4.73,99.57,23.48
123031446,11112,36,959,1678,1785,5089,3463,311.62,799,71.9,78,6702,59.1,0.01,30.3,20.62,False,False,19.12,22.26,5.49,99.65,29.51
123031447,18987,37,829,2295,2751,7520,5046,265.75,1250,65.83,275,12984,218.3,0.02,31.46,23.12,False,False,27.86,18.98,5.03,98.7,25.51
123031448,9808,38,869,1497,1382,4299,2879,293.51,560,57.09,22,5967,28.0,0.0,28.53,18.4,False,False,15.89,20.96,4.36,99.83,26.74
124011449,5764,52,727,660,1519,2706,2179,377.97,482,83.61,76,5354,61.9,0.01,28.82,19.44,False,False,12.03,27.0,6.38,99.63,22.37
124011450,18993,41,971,2939,5959,11433,8898,468.46,2109,111.04,87,13398,60.9,0.0,42.73,41.14,True,False,49.12,33.46,8.48,99.64,29.88
124011452,13348,50,687,1541,3488,6217,5029,376.73,1090,81.65,1473,10845,1050.0,0.08,32.48,25.63,False,False,27.76,26.91,6.23,93.77,21.14
124011453,11445,43,784,1381,3157,5878,4538,396.47,1152,100.65,167,8957,118.1,0.01,33.44,26.5,False,False,25.05,28.32,7.68,99.3,24.12
124011454,21964,43,899,2849,6248,11829,9097,414.16,2255,102.66,502,15359,353.2,0.02,41.48,39.07,False,False,50.22,29.58,7.84,97.9,27.66
124011455,6428,50,740,723,1665,3010,2388,371.44,593,92.24,60,5208,42.0,0.01,29.24,19.81,False,False,13.18,26.53,7.04,99.75,22.77
124031457,16004,35,820,1366,2011,5781,3377,211.0,1145,71.54,148,11227,103.6,0.01,27.88,16.75,False,False,18.64,15.07,5.46,99.39,25.23
124031459,13914,40,934,1901,2999,7149,4900,352.14,1326,95.29,179,9326,190.4,0.02,33.56,25.81,False,False,27.05,25.15,7.27,98.87,28.74
124031460,21002,35,1009,3142,4245,11337,7387,351.71,2182,103.89,248,13181,173.6,0.01,38.05,32.61,False,False,40.78,25.12,7.93,98.97,31.05
124031461,17326,37,843,1714,2668,7040,4382,252.9,1413,81.55,1541,11795,1078.7,0.08,29.65,19.78,False,False,24.19,18.06,6.23,93.6,25.94
124031462,24625,33,839,2086,4269,9722,6355,258.06,1724,70.01,3151,11224,2209.3,0.15,31.82,23.25,False,False,35.09,18.43,5.34,86.89,25.82
124031463,12040,35,1025,2111,2288,6466,4399,365.34,885,73.5,315,7061,238.5,0.03,32.87,24.83,False,False,24.29,26.1,5.61,98.58,31.54
124031464,17966,36,812,1738,3458,7683,5196,289.2,1467,81.65,9068,6781,6350.3,0.4,26.86,15.37,False,False,28.69,20.66,6.23,62.32,24.98
124031465,6025,35,969,779,825,2671,1604,266.18,374,62.06,14,3905,9.8,0.0,26.33,13.93,False,False,8.86,19.01,4.74,99.94,29.82
124031707,17029,34,897,1962,2648,7354,4610,270.7,1388,81.5,47,10737,35.0,0.0,31.44,22.35,False,False,25.45,19.34,6.22,99.79,27.6
124031708,13388,31,1053,1787,2781,6694,4568,341.18,1228,91.72,503,8333,352.1,0.04,32.99,24.28,False,False,25.22,24.37,7.0,97.91,32.4
124041466,15239,39,790,1644,2429,5863,4073,267.26,1339,87.86,883,9607,623.8,0.06,29.74,20.02,False,False,22.49,19.09,6.71,96.3,24.31
124041467,15264,35,842,1646,2137,5885,3783,247.82,1164,76.25,272,9806,200.9,0.02,29.27,19.06,False,False,20.89,17.7,5.82,98.81,25.91
124041468,7504,38,827,923,652,2536,1575,209.86,362,48.23,55,3763,51.4,0.01,24.59,11.81,False,False,8.7,14.99,3.68,99.69,25.45
124051469,6486,37,906,716,998,2985,1714,264.22,402,61.97,16,4168,11.2,0.0,26.28,14.16,False,False,9.46,18.87,4.73,99.93,27.88
124051470,19942,36,849,1798,2609,7799,4407,220.98,1291,64.73,89,13526,62.3,0.0,29.79,19.98,False,False,24.33,15.78,4.94,99.63,26.12
124051580,13028,34,739,875,1304,3799,2179,167.24,643,49.35,90,7636,65.4,0.01,24.56,11.94,False,False,12.03,11.95,3.77,99.61,22.74
124051581,17325,35,716,949,1712,4633,2661,153.58,758,43.75,2422,8946,1708.6,0.15,23.5,11.53,False,False,14.69,10.97,3.34,89.86,22.03
125011582,19487,31,571,855,2073,4140,2928,150.25,639,32.79,6330,5203,4443.0,0.38,20.84,9.9,False,False,16.17,10.73,2.5,73.63,17.57
125011583,10592,30,639,372,1146,2083,1518,143.3,370,34.93,7101,1206,4977.3,0.6,18.14,6.56,False,False,8.38,10.24,2.67,70.46,19.66
125011584,8860,33,496,476,1114,2343,1590,179.44,395,44.58,346,3705,243.1,0.06,22.83,10.64,False,False,8.78,12.82,3.4,98.56,15.26
125011585,8610,37,597,498,1354,2660,1852,215.07,336,39.02,1866,3560,1329.6,0.24,23.16,11.78,False,False,10.22,15.36,2.98,92.11,18.37
125011586,21197,35,704,1826,4779,8893,6605,311.59,955,45.05,6198,6855,4349.1,0.33,30.49,21.78,False,False,36.47,22.26,3.44,74.19,21.66
125011587,5138,36,569,340,734,1595,1074,208.99,246,47.87,1295,2385,920.0,0.25,22.17,9.86,False,False,5.93,14.93,3.65,94.54,17.51
125011709,9246,37,993,1451,2468,5043,3919,423.81,608,65.75,3043,2167,2130.1,0.41,31.22,22.67,False,False,21.64,30.27,5.02,87.36,30.55
125011710,20412,32,1150,3927,9025,16295,12952,634.5,1565,76.67,23802,0,16661.4,0.7,37.66,0.66,True,False,71.51,45.32,5.85,1.13,35.38
125021477,24641,37,803,3233,6097,12821,9330,378.62,2105,85.42,3790,10697,2663.2,0.18,38.62,33.07,False,False,51.51,27.04,6.52,84.2,24.71
125021478,18508,40,758,2516,4729,9794,7245,391.43,1101,59.48,2328,7288,1637.7,0.17,35.77,30.68,False,False,40.0,27.96,4.54,90.28,23.32
125021711,11622,41,789,1574,3710,6832,5284,454.62,714,61.43,2041,5451,1428.7,0.19,33.96,28.21,True,False,29.17,32.47,4.69,91.52,24.28
125021712,19251,38,802,2370,6034,10940,8404,436.53,1265,65.71,4963,7758,3474.1,0.27,37.09,30.79,False,False,46.4,31.18,5.02,79.38,24.68
125031479,20842,34,517,1106,2468,5378,3574,171.47,778,37.33,2006,9393,1413.5,0.12,24.88,14.65,False,False,19.73,12.25,2.85,91.61,15.91
125031480,15742,37,478,538,1407,3162,1945,123.55,451,28.65,3020,6638,2151.5,0.22,20.42,8.53,False,False,10.74,8.82,2.19,87.23,14.71
125031481,23250,31,629,1358,3381,6796,4739,203.82,995,42.79,7285,7718,5107.3,0.34,24.53,14.19,False,False,26.16,14.56,3.27,69.69,19.35
125031483,22386,31,472,986,2100,4722,3086,137.85,720,32.16,3155,8552,2219.3,0.19,22.54,11.67,False,False,17.04,9.85,2.46,86.83,14.52
125031484,22929,33,587,1490,2757,6556,4247,185.22,924,40.3,4611,9025,3230.7,0.24,24.89,14.82,False,False,23.45,13.23,3.08,80.83,18.06
125031713,16645,39,740,1709,2739,6914,4448,267.21,963,57.85,132,9696,92.4,0.01,30.22,21.7,False,False,24.56,19.09,4.42,99.45,22.77
125031714,23806,33,630,1633,3330,7383,4963,208.47,1099,46.16,8710,6928,6138.1,0.39,24.12,13.44,False,False,27.4,14.89,3.52,63.57,19.38
125031715,10893,38,894,1583,2507,5870,4090,375.44,778,71.42,886,5983,620.2,0.09,31.77,23.79,False,False,22.58,26.82,5.45,96.32,27.51
125031716,7305,35,692,638,1263,2831,1901,260.2,434,59.4,132,3164,92.4,0.03,25.75,14.46,False,False,10.5,18.59,4.54,99.45,21.29
125041489,22878,35,944,2772,8176,14324,10948,478.52,2154,94.15,16179,3512,11331.0,0.57,35.93,15.5,True,False,60.44,34.18,7.19,32.76,29.05
125041490,8451,41,917,1332,2669,5170,4001,473.38,585,69.21,420,4927,294.0,0.05,33.7,27.46,False,False,22.09,33.81,5.28,98.26,28.22
125041491,20275,34,1007,2527,7520,12774,10047,495.51,1598,78.81,11868,4763,8307.6,0.5,37.4,23.03,True,False,55.47,35.39,6.02,50.7,30.98
125041493,22853,38,807,2398,5796,11425,8194,358.54,1629,71.28,1752,11303,1232.1,0.09,37.45,32.83,False,False,45.24,25.61,5.44,92.69,24.83
125041494,11199,40,939,1909,3132,6679,5041,450.09,861,76.88,199,7152,139.3,0.02,35.33,29.74,False,False,27.83,32.15,5.87,99.17,28.89
125041588,13939,36,831,1222,3856,6877,5078,364.28,1028,73.74,2674,4363,1874.2,0.27,31.93,24.02,False,False,28.04,26.02,5.63,88.88,25.57
125041589,21568,33,926,2052,7535,12169,9587,444.48,1537,71.26,10926,4769,7648.2,0.49,35.95,23.12,True,False,52.93,31.75,5.44,54.61,28.49
125041717,12062,31,1119,1364,6291,9140,7655,634.59,985,81.65,12982,135,9156.4,0.69,35.55,20.0,True,False,42.26,45.33,6.23,45.66,34.43
125041718,9867,32,845,843,3384,5298,4227,428.35,572,57.97,7918,1016,5542.6,0.62,28.2,18.1,False,False,23.34,30.6,4.43,67.11,26.0
125041719,9034,32,836,723,2408,4105,3131,346.54,580,64.19,7279,1029,5135.8,0.61,25.35,14.61,False,False,17.29,24.75,4.9,69.52,25.72
126011496,21737,43,1045,3900,8502,15280,12402,570.52,1704,78.39,2060,12103,1447.7,0.1,48.85,49.92,True,False,68.47,40.75,5.98,91.41,32.15
126011720,14404,36,1025,2146,6648,10602,8794,610.48,1156,80.25,5641,5078,3948.7,0.37,41.33,35.28,True,False,48.55,43.61,6.13,76.57,31.54
126011721,18690,37,919,2616,7745,12759,10361,554.33,1433,76.67,7355,6640,5148.5,0.37,41.47,33.61,True,False,57.2,39.6,5.85,69.45,28.28
126021498,15456,40,1198,3648,5777,11740,9425,609.76,1412,91.35,6678,5871,4683.0,0.37,42.41,34.51,True,False,52.03,43.55,6.97,72.21,36.86
126021499,9844,46,1244,2298,3282,6709,5580,566.79,518,52.62,1434,4666,1006.2,0.16,38.1,33.52,True,False,30.81,40.48,4.02,94.03,38.28
126021500,23818,34,900,3242,10125,16686,13367,561.19,1854,77.84,13894,3291,9728.2,0.57,42.46,24.07,True,False,73.8,40.09,5.94,42.27,27.69
126021501,15622,38,1054,2648,6265,11141,8913,570.51,1303,83.4,4048,7231,2836.0,0.25,41.94,37.41,True,False,49.21,40.75,6.37,83.17,32.43
126021503,20102,36,996,2940,7996,13968,10936,544.0,1690,84.07,12514,5555,8802.4,0.48,39.34,23.7,True,False,60.38,38.86,6.42,47.76,30.65
126021590,4163,43,1084,952,1476,3091,2428,583.09,261,62.68,33,2364,23.1,0.01,33.71,27.49,False,False,13.4,41.65,4.79,99.86,33.35
126021722,6969,42,926,1101,2603,4597,3704,531.42,538,77.19,55,3839,38.5,0.01,34.62,29.14,False,False,20.45,37.96,5.89,99.77,28.49
126021723,18974,39,762,2427,6198,10904,8625,454.55,1255,66.14,4937,7492,3494.9,0.28,37.65,31.74,True,False,47.62,32.47,5.05,79.26,23.45
126021724,20291,39,880,3051,6086,12128,9137,450.28,1500,73.92,8012,7908,5611.1,0.35,37.02,27.55,True,False,50.44,32.16,5.64,66.7,27.08
126021725,11972,33,1143,2175,5077,9087,7252,605.7,891,74.42,9707,1970,6797.6,0.58,36.43,24.85,True,False,40.04,43.26,5.68,59.66,35.17
127011504,17962,33,452,509,808,2310,1317,73.32,387,21.54,2082,10368,1458.9,0.12,18.91,5.71,False,False,7.27,5.24,1.64,91.34,13.91
127011505,12533,34,787,1538,1949,5146,3487,278.2,540,43.08,150,7331,105.9,0.01,28.73,19.44,False,False,19.25,19.87,3.29,99.37,24.22
127011593,6906,38,727,855,1181,3127,2036,294.77,392,56.75,8,3722,5.6,0.0,26.73,16.14,False,False,11.24,21.06,4.33,99.97,22.37
127011594,12919,37,580,757,1583,3848,2340,181.11,517,40.02,79,6369,55.3,0.01,24.46,12.89,False,False,12.92,12.94,3.05,99.67,17.85
127011595,13038,35,672,1102,1803,4574,2905,222.79,647,49.62,52,6583,36.4,0.01,26.58,15.94,False,False,16.04,15.91,3.79,99.78,20.68
127011596,13263,33,762,1231,2231,5274,3462,261.01,729,54.96,57,7265,39.9,0.01,28.54,18.83,False,False,19.11,18.64,4.2,99.76,23.45
127011597,17194,33,808,1824,3042,7384,4866,282.99,1168,67.93,80,9047,56.0,0.01,31.59,23.46,False,False,26.86,20.21,5.19,99.67,24.86
127011726,4761,35,957,735,906,2319,1641,344.6,349,73.29,9,3211,8.7,0.0,27.93,16.83,False,False,9.06,24.61,5.6,99.95,29.45
127011727,14299,30,1127,2030,3360,7695,5390,376.92,1293,90.42,67,9404,46.9,0.0,35.46,28.26,False,False,29.76,26.92,6.9,99.72,34.68
127011728,12559,33,893,1548,2647,5928,4195,334.0,787,62.66,22,8015,71.8,0.01,31.55,23.41,False,False,23.16,23.86,4.78,99.57,27.48
127011729,17624,30,1026,2052,3575,8031,5627,319.26,1193,67.69,128,10335,89.6,0.01,34.13,26.79,False,False,31.07,22.8,5.17,99.47,31.57
127021509,17154,38,513,1040,1959,4647,2999,174.82,670,39.06,515,8830,364.1,0.04,24.94,14.21,False,False,16.56,12.49,2.98,97.84,15.78
127021510,19690,41,559,1592,2723,6735,4315,219.14,897,45.55,358,11568,251.5,0.02,28.25,19.44,False,False,23.82,15.65,3.48,98.51,17.2
127021511,24101,40,468,966,2106,4620,3072,127.46,504,20.91,6631,7313,4653.1,0.33,19.98,9.43,False,False,16.96,9.1,1.6,72.39,14.4
127021512,18249,37,497,938,1796,4290,2734,149.81,587,32.16,443,10028,316.1,0.03,23.94,12.66,False,False,15.09,10.7,2.46,98.12,15.29
127021513,22261,38,478,1024,2293,5122,3317,149.0,650,29.2,2582,9303,1811.0,0.15,23.46,12.92,False,False,18.31,10.64,2.23,89.25,14.71
127021514,10279,39,538,754,1359,3306,2113,205.54,478,46.5,126,5675,88.2,0.02,24.46,13.1,False,False,11.67,14.68,3.55,99.48,16.55
127021515,18248,40,453,552,1451,3237,2003,109.76,513,28.11,7351,5298,5150.8,0.41,17.52,6.56,False,False,11.06,7.84,2.15,69.43,13.94
127021516,21249,37,457,858,1723,4184,2581,121.46,557,26.21,881,10058,620.3,0.06,22.7,11.04,False,False,14.25,8.68,2.0,96.32,14.06
127021517,8855,40,475,509,1034,2380,1543,174.23,327,36.92,391,4838,274.6,0.05,22.45,10.31,False,False,8.52,12.45,2.82,98.37,14.62
127021518,4344,44,779,723,595,2014,1318,303.34,132,30.38,37,2381,28.0,0.01,25.44,14.45,False,False,7.28,21.67,2.32,99.83,23.97
127021519,19510,39,491,1089,1885,4816,2974,152.43,668,34.24,1227,10887,906.6,0.07,23.87,12.92,False,False,16.42,10.89,2.61,94.62,15.11
127021520,11197,42,492,637,1532,3250,2169,193.7,428,38.22,113,6297,79.1,0.01,24.08,12.84,False,False,11.97,13.84,2.92,99.53,15.14
127031522,16584,36,645,1424,2656,6000,4080,246.01,929,56.01,539,7760,377.3,0.05,28.65,19.6,False,False,22.53,17.57,4.28,97.76,19.85
127031523,20813,37,809,2536,4156,9845,6692,321.51,1292,62.07,850,11304,595.0,0.05,34.73,28.9,False,False,36.95,22.97,4.74,96.47,24.89
127031524,21129,35,1027,2894,5219,11737,8113,383.96,3585,169.66,347,12282,242.9,0.02,40.83,35.59,False,False,44.79,27.43,12.95,98.56,31.6
127031599,12670,33,471,434,868,2150,1302,102.75,381,30.07,1104,6263,772.8,0.1,20.21,6.93,False,False,7.19,7.34,2.3,95.41,14.49
127031601,5937,35,598,234,762,1505,996,167.73,233,39.24,4738,1191,3316.6,0.56,19.13,7.02,False,False,5.5,11.98,3.0,80.32,18.4
127031730,12080,31,1008,1424,3267,6338,4691,388.3,1035,85.67,862,6303,603.4,0.08,33.58,25.86,False,False,25.9,27.74,6.54,96.42,31.02
127031731,17536,32,699,994,2803,5572,3797,216.51,928,52.92,16404,794,11491.5,0.67,17.88,5.79,False,False,20.96,15.47,4.04,31.81,21.51
127031732,13737,36,479,594,1240,2819,1834,133.5,483,35.16,2800,5283,1968.7,0.24,20.68,8.68,False,False,10.13,9.54,2.68,88.32,14.74
127031733,15692,34,757,1338,2917,6519,4255,271.14,994,63.34,50,8221,36.5,0.0,30.15,21.38,False,False,23.49,19.37,4.84,99.78,23.29
128011529,18156,41,1046,3434,5011,11431,8445,465.11,1543,84.98,2578,9059,1820.8,0.16,40.19,35.61,True,False,46.62,33.22,6.49,89.19,32.18
128011530,20705,40,941,3246,5125,11320,8371,404.28,1618,78.14,7262,7716,5121.2,0.34,35.61,26.14,False,False,46.22,28.88,5.97,69.61,28.95
128011531,16430,46,855,2828,3391,8503,6219,378.49,881,53.62,1847,7778,1308.8,0.14,34.34,28.3,False,False,34.33,27.04,4.09,92.23,26.31
128011602,12858,37,1020,2068,3136,7267,5204,404.7,1236,96.12,5990,3216,4193.0,0.46,31.72,21.65,False,False,28.73,28.91,7.34,75.12,31.38
128011603,13015,42,1044,2776,3274,8155,6050,464.81,953,73.22,68,6899,47.6,0.01,37.61,33.21,True,False,33.4,33.2,5.59,99.72,32.12
128011604,24374,42,1124,4620,7035,15340,11655,478.15,2210,90.67,14645,7715,10313.6,0.46,38.5,19.11,True,False,64.35,34.15,6.92,38.8,34.58
128011605,3369,42,1195,753,1085,2347,1838,545.4,210,62.31,0,1976,2.4,0.0,32.41,24.55,False,False,10.15,38.96,4.76,99.99,36.77
128011606,8947,40,1157,1922,2663,6044,4585,512.41,796,88.96,2079,4014,1461.0,0.24,35.36,28.27,False,False,25.31,36.6,6.79,91.33,35.6
128021533,6673,42,949,890,1503,3451,2393,358.56,644,96.49,613,3637,454.0,0.1,29.36,18.89,False,False,13.21,25.61,7.37,97.31,29.2
128021534,10554,43,976,1902,2880,6596,4782,453.06,800,75.79,155,6332,108.5,0.02,35.07,29.19,False,False,26.4,32.36,5.79,99.36,30.03
128021535,20927,40,989,3702,5589,13073,9291,443.95,1774,84.77,369,11478,260.7,0.02,42.42,40.86,True,False,51.29,31.71,6.47,98.45,30.43
128021536,22063,40,1063,4242,6703,14305,10945,496.06,2046,92.73,1521,11565,1076.4,0.08,45.71,44.87,True,False,60.43,35.43,7.08,93.61,32.71
128021538,23238,38,1056,3452,7189,14423,10641,457.89,2332,100.35,12191,6905,8544.5,0.45,37.98,22.54,True,False,58.75,32.71,7.66,49.29,32.49
128021607,17356,39,946,2366,3992,9146,6358,366.31,1576,90.8,1850,9604,1304.9,0.11,35.21,28.26,False,False,35.1,26.16,6.93,92.26,29.11
128021608,7348,40,972,1073,2101,4296,3174,431.9,776,105.59,29,4563,22.7,0.0,32.55,24.15,False,False,17.52,30.85,8.06,99.87,29.91
128021609,3539,44,1023,667,944,2295,1611,455.08,403,113.84,0,2199,0.0,0.0,30.68,20.7,False,False,8.89,32.51,8.69,100.0,31.48
199999499,11371,0,0,463,998,1933,1461,128.47,380,33.42,0,0,0.0,0.0,20.22,8.62,False,False,8.07,9.18,2.55,100.0,0.0
201011001,16835,34,865,2019,4227,8500,6246,370.99,1266,75.2,607,11838,426.1,0.03,35.4,29.72,False,False,34.48,26.5,5.74,97.47,26.62
201011002,12131,45,842,1718,3924,6976,5642,465.05,964,79.46,813,8911,584.4,0.06,35.93,31.07,True,False,31.15,33.22,6.07,96.53,25.91
201011005,7261,42,805,986,1931,3814,2917,401.68,602,82.9,117,5026,83.4,0.02,30.67,22.29,False,False,16.1,28.69,6.33,99.51,24.77
201011006,10661,33,775,969,1794,4075,2763,259.14,733,68.75,8,8052,5.6,0.0,27.63,16.88,False,False,15.25,18.51,5.25,99.97,23.85
201011007,4230,41,802,523,759,1819,1282,303.0,307,72.56,0,2817,0.0,0.0,26.11,14.36,False,False,7.08,21.64,5.54,100.0,24.68
201011008,15333,38,642,1119,1747,4388,2866,186.9,923,60.19,561,11868,392.7,0.03,25.63,14.25,False,False,15.82,13.35,4.6,97.67,19.75
201011481,9691,41,671,980,1824,3810,2804,289.31,700,72.22,126,8065,102.0,0.01,27.89,17.96,False,False,15.48,20.67,5.51,99.39,20.65
201011482,14750,41,837,2003,4040,7925,6043,409.67,1248,84.6,222,11244,162.6,0.01,36.05,31.01,False,False,33.36,29.26,6.46,99.04,25.75
201011483,12225,37,733,1158,2859,5464,4017,328.56,1033,84.49,496,9057,349.3,0.04,30.75,22.35,False,False,22.18,23.47,6.45,97.93,22.55
201011484,13086,39,614,777,1485,3460,2262,172.84,646,49.36,32,9032,22.4,0.0,24.46,12.4,False,False,12.49,12.35,3.77,99.87,18.89
201021009,6559,43,770,946,1035,2791,1981,301.98,615,93.75,4,4763,16.6,0.0,27.46,16.24,False,False,10.94,21.57,7.16,99.9,23.69
201021010,8085,49,628,1195,1244,3149,2439,301.63,424,52.44,257,6278,219.2,0.03,26.96,17.28,False,False,13.47,21.55,4.0,98.7,19.32
201021011,9955,53,703,1815,2066,4682,3881,389.82,706,70.91,18,8189,29.4,0.0,31.61,24.59,False,False,21.43,27.84,5.41,99.83,21.63
201021012,6372,44,765,1105,1154,3028,2259,354.46,467,73.28,12,4476,9.9,0.0,28.54,18.88,False,False,12.47,25.32,5.59,99.94,23.54
201031013,3532,53,516,629,341,1225,970,274.55,163,46.14,0,2875,9.9,0.0,23.79,12.48,False,False,5.36,19.61,3.52,99.94,15.88
201031014,4644,49,628,725,515,1622,1240,266.95,350,75.35,3,3403,45.3,0.01,24.86,12.92,False,False,6.85,19.07,5.75,99.73,19.32
201031015,4894,43,668,589,615,1734,1204,245.97,239,48.83,0,3561,3.3,0.0,24.18,12.11,False,False,6.65,17.57,3.73,99.98,20.55
201031016,8160,51,511,536,698,1748,1234,151.21,386,47.3,157,6845,143.2,0.02,21.91,8.73,False,False,6.81,10.8,3.61,99.15,15.72
201031017,5526,53,494,608,380,1361,988,178.76,260,47.04,0,4343,23.1,0.01,22.05,9.1,False,False,5.45,12.77,3.59,99.86,15.2
202011018,14929,39,712,1338,3358,6055,4696,314.53,920,61.62,359,12378,261.2,0.02,31.29,23.82,False,False,25.93,22.47,4.7,98.45,21.91
202011019,12949,38,660,864,1660,3714,2524,194.9,675,52.12,44,10777,35.6,0.0,25.46,13.9,False,False,13.93,13.92,3.98,99.79,20.31
202011020,13988,44,759,1529,3421,6530,4950,353.85,912,65.19,171,10427,121.5,0.01,32.74,26.11,False,False,27.33,25.27,4.98,99.28,23.35
202011021,9437,38,770,969,2638,4612,3607,382.18,751,79.57,41,7360,28.7,0.0,31.36,23.57,False,False,19.91,27.3,6.07,99.83,23.69
202011022,21043,42,676,1629,3223,7029,4852,230.56,1284,61.02,520,17077,370.6,0.02,29.84,21.15,False,False,26.79,16.47,4.66,97.8,20.8
202011023,5518,37,896,778,1198,2808,1976,358.04,475,86.07,6,3527,12.9,0.0,28.73,18.23,False,False,10.91,25.57,6.57,99.92,27.57
202011024,10719,39,897,1465,2937,5838,4402,410.63,868,80.97,0,7275,1.8,0.0,33.62,26.81,False,False,24.3,29.33,6.18,99.99,27.6
202011025,14446,34,811,1345,2687,5703,4032,279.09,939,65.0,4,10698,24.1,0.0,30.13,21.07,False,False,22.26,19.93,4.96,99.86,24.95
202021026,8344,41,836,1303,1690,4097,2993,358.66,623,74.66,0,5522,11.7,0.0,30.06,21.06,False,False,16.52,25.62,5.7,99.93,25.72
202021027,11352,50,683,1156,2774,4822,3930,346.16,937,82.53,16,9455,25.9,0.0,31.03,23.18,False,False,21.7,24.73,6.3,99.85,21.02
202021028,9225,52,666,1411,1910,4121,3321,359.96,641,69.48,15,7610,20.4,0.0,30.02,22.0,False,False,18.33,25.71,5.3,99.88,20.49
202021029,5062,53,556,623,598,1634,1221,241.16,252,49.77,6,4050,26.7,0.01,23.78,11.96,False,False,6.74,17.23,3.8,99.84,17.11
202021030,10562,46,771,1783,2303,5134,4086,386.82,952,90.13,5,7615,51.5,0.01,32.38,25.02,False,False,22.56,27.63,6.88,99.69,23.72
202021031,7949,46,870,1367,2277,4426,3644,458.36,789,99.25,6,5532,5.4,0.0,33.41,26.42,False,False,20.12,32.74,7.58,99.97,26.77
