SAL_CODE_2021,synthetic_population,avg_age_synthetic,median_income_synthetic,mode_education_synthetic
SAL11606,8,51.0,1304.0,No qualification
SAL11607,67,35.014925373134325,1267.0,No qualification
SAL11608,4,47.25,1159.0,No qualification
SAL11609,26,48.34615384615385,1355.0,No qualification
SAL11610,165,33.89090909090909,1266.0,No qualification
SAL11611,19,43.05263157894737,1327.0,Year 12
SAL11612,30,34.13333333333333,1540.5,No qualification
SAL11613,3,33.0,2802.0,Bachelor
SAL11615,5,35.6,1051.0,Bachelor
SAL11616,6,44.333333333333336,678.0,Diploma
SAL11617,1,19.0,5072.0,No qualification
SAL11618,7,23.0,989.0,No qualification
SAL11619,5,37.8,1706.0,Postgraduate
SAL11620,5,41.2,615.0,Bachelor
SAL11621,39,33.46153846153846,1617.0,Year 12
SAL11622,21,30.523809523809526,1203.0,No qualification
SAL11623,118,39.059322033898304,1407.5,Certificate III/IV
SAL11624,1,12.0,1211.0,Certificate III/IV
SAL11626,5,32.8,1669.0,No qualification
SAL11628,187,39.68449197860963,1214.0,No qualification
SAL11629,2,37.0,1043.5,Bachelor
SAL11630,5,35.2,1078.0,Certificate III/IV
SAL11631,9,40.333333333333336,1128.0,Diploma
SAL11632,1,23.0,1405.0,No qualification
SAL11633,1,23.0,564.0,Year 12
SAL11634,4,44.0,1711.0,No qualification
SAL11635,43,39.7906976744186,1368.0,Year 12
SAL11636,1,50.0,346.0,No qualification
SAL11639,3,51.333333333333336,1508.0,Certificate III/IV
SAL11640,252,39.67063492063492,1375.5,No qualification
SAL11641,6,41.0,1498.5,No qualification
SAL11642,520,38.04038461538462,1415.0,No qualification
SAL11643,14,46.0,1779.5,Year 12
SAL11644,7,34.714285714285715,2370.0,Certificate III/IV
SAL11645,469,36.23454157782516,1398.0,No qualification
SAL11646,234,36.24786324786325,1507.0,No qualification
SAL11647,4,38.5,2547.5,Year 12
SAL11649,182,39.862637362637365,1477.5,No qualification
SAL11650,4,29.75,4008.0,No qualification
SAL11652,1,57.0,1262.0,No qualification
SAL11653,254,38.86220472440945,1248.0,No qualification
SAL11654,4,37.25,1218.0,Diploma
SAL11656,14,45.214285714285715,1330.5,Certificate III/IV
SAL11658,7,40.285714285714285,936.0,Certificate III/IV
SAL11659,1,38.0,340.0,Year 12
SAL11660,184,38.93478260869565,1379.0,No qualification
SAL11661,5,44.8,1159.0,Diploma
SAL11662,111,34.567567567567565,1143.0,Certificate III/IV
SAL11663,171,36.228070175438596,1319.0,No qualification
SAL11664,6,36.166666666666664,1088.5,Bachelor
SAL11665,14,34.142857142857146,1966.0,Year 12
SAL11666,2,44.5,875.0,Bachelor
SAL11667,4,32.0,3348.5,No qualification
SAL11668,411,38.46715328467153,1439.0,No qualification
SAL11669,182,37.395604395604394,1523.0,No qualification
SAL11670,6,34.833333333333336,1384.0,Postgraduate
SAL11671,253,36.22529644268775,1491.0,Certificate III/IV
SAL11672,21,28.80952380952381,1331.0,Bachelor
SAL11673,2,40.5,1936.5,No qualification
SAL11674,943,38.38494167550371,1310.0,No qualification
SAL11675,2,29.5,883.0,Bachelor
SAL11676,84,38.67857142857143,1384.5,Certificate III/IV
SAL11677,144,38.30555555555556,1311.0,No qualification
SAL11678,15,41.266666666666666,1429.0,No qualification
SAL11679,47,37.255319148936174,1088.0,Bachelor
SAL11680,14,39.357142857142854,1185.5,Certificate III/IV
SAL11682,122,39.00819672131148,1588.0,No qualification
SAL11683,2,28.0,1236.5,Postgraduate
SAL11684,8,36.0,2070.0,Certificate III/IV
SAL11685,44,33.90909090909091,1352.5,No qualification
SAL11686,646,36.95356037151703,1300.5,Certificate III/IV
SAL11688,104,35.95192307692308,1179.5,No qualification
SAL11689,122,36.57377049180328,1192.0,No qualification
SAL11692,4,31.0,2609.5,Certificate III/IV
SAL11693,83,40.30120481927711,1540.0,No qualification
SAL11694,10,48.2,2434.5,No qualification
SAL11695,4,38.0,738.0,No qualification
SAL11696,4,40.5,1409.5,No qualification
SAL11697,95,38.95789473684211,1298.0,No qualification
SAL11698,6,28.166666666666668,1071.0,Postgraduate
SAL11699,1,40.0,4701.0,No qualification
SAL11700,1,42.0,1048.0,Certificate III/IV
SAL11701,3,38.333333333333336,1890.0,Diploma
SAL11703,1,20.0,864.0,Year 12
SAL11704,1,29.0,1175.0,Year 12
SAL11705,8,42.25,1458.5,No qualification
SAL11707,4,49.0,1750.5,No qualification
SAL11708,7,34.142857142857146,1303.0,Certificate III/IV
SAL11709,4,27.75,970.5,Certificate III/IV
SAL11710,313,37.05111821086262,1299.0,No qualification
SAL11711,12,39.5,901.5,No qualification
SAL11712,5,14.8,1237.0,Bachelor
SAL11713,4,29.75,1129.0,No qualification
SAL11714,8,31.375,2877.0,Certificate III/IV
SAL11715,22,32.18181818181818,1657.0,Certificate III/IV
SAL11716,4,34.25,1363.0,Certificate III/IV
SAL11717,535,37.779439252336445,1303.0,No qualification
SAL11718,20,44.45,1186.0,No qualification
SAL11719,1,96.0,596.0,Diploma
SAL11721,3,38.333333333333336,1291.0,Certificate III/IV
SAL11722,4,39.5,1111.0,Certificate III/IV
SAL11723,1,30.0,1324.0,Certificate III/IV
SAL11724,344,38.88662790697674,1309.0,No qualification
SAL11726,31,39.516129032258064,1367.0,Year 12
SAL11727,351,38.56980056980057,1341.0,No qualification
SAL11728,187,39.37967914438503,1344.0,No qualification
SAL11729,4,27.25,3763.5,Bachelor
SAL11731,993,37.90130916414904,1388.0,No qualification
SAL11735,13,47.92307692307692,1137.0,Certificate III/IV
SAL11736,2,20.5,1885.0,Bachelor
SAL11737,11,39.90909090909091,2073.0,Certificate III/IV
SAL11738,2,52.5,4735.5,No qualification
SAL11739,433,38.15704387990762,1296.0,Certificate III/IV
SAL11741,3,48.333333333333336,936.0,Certificate III/IV
SAL11742,8,39.375,941.0,Year 12
SAL11743,125,40.032,1243.0,Certificate III/IV
SAL11745,695,38.34532374100719,1334.0,No qualification
SAL11746,81,35.864197530864196,1510.0,No qualification
SAL11747,3,49.333333333333336,1692.0,Bachelor
SAL11748,9,43.0,2575.0,Certificate III/IV
SAL11749,14,31.357142857142858,1374.5,No qualification
SAL11750,106,38.20754716981132,1342.5,No qualification
SAL11751,2,27.5,2291.0,No qualification
SAL11752,9,40.111111111111114,1639.0,Certificate III/IV
SAL11756,1,0.0,5286.0,Certificate III/IV
SAL11759,5,39.4,1751.0,Certificate III/IV
SAL11760,268,36.96268656716418,1508.5,No qualification
SAL11761,23,34.21739130434783,1053.0,Bachelor
SAL11762,495,37.86868686868687,1410.0,No qualification
SAL11763,965,37.869430051813474,1299.0,No qualification
SAL11764,4,28.0,1291.0,Certificate III/IV
SAL11765,10,37.4,1371.0,Certificate III/IV
SAL11766,11,32.45454545454545,1243.0,Bachelor
SAL11767,212,35.051886792452834,1434.5,No qualification
SAL11769,28,37.035714285714285,1375.0,Certificate III/IV
SAL11770,48,35.791666666666664,965.5,Certificate III/IV
SAL11771,6,47.333333333333336,503.5,Diploma
SAL11772,2,40.0,1335.5,Certificate III/IV
SAL11773,26,34.42307692307692,1303.0,Certificate III/IV
SAL11774,4,44.5,3850.0,Certificate III/IV
SAL11775,47,39.87234042553192,905.0,No qualification
SAL11776,209,39.16267942583732,1445.0,Certificate III/IV
SAL11777,6,39.0,719.0,Diploma
SAL11778,1,1.0,3161.0,Certificate III/IV
SAL11779,14,38.357142857142854,904.0,No qualification
SAL11780,346,38.0,1387.5,No qualification
SAL11781,6,56.666666666666664,1921.5,Certificate III/IV
SAL11782,102,39.86274509803921,1408.0,Bachelor
SAL11783,8,26.125,1954.0,No qualification
SAL11784,142,34.225352112676056,1321.5,No qualification
SAL11785,1,19.0,3032.0,Postgraduate
SAL11786,2,13.5,2635.0,Certificate III/IV
SAL11787,942,39.49044585987261,1350.5,No qualification
SAL11788,710,38.03380281690141,1412.0,No qualification
SAL11789,7,32.285714285714285,1930.0,Year 12
SAL11790,14,40.142857142857146,1701.0,No qualification
SAL11791,43,38.0,1147.0,Certificate III/IV
SAL11792,26,36.46153846153846,1661.0,No qualification
SAL11793,1,3.0,1801.0,No qualification
SAL11794,2,34.5,1407.5,Bachelor
SAL11795,2,31.5,1507.0,Certificate III/IV
SAL11796,949,38.355110642781874,1295.0,No qualification
SAL11797,216,37.870370370370374,1384.0,No qualification
SAL11798,21,40.142857142857146,1540.0,No qualification
SAL11799,2,42.5,883.5,No qualification
SAL11800,108,41.138888888888886,1098.0,Bachelor
SAL11801,91,35.934065934065934,1347.0,Certificate III/IV
SAL11802,5,15.8,1613.0,No qualification
SAL11803,6,26.333333333333332,1114.5,No qualification
SAL11804,1,3.0,1614.0,Bachelor
SAL11805,3,27.333333333333332,1876.0,Bachelor
SAL11806,15,34.8,1250.0,No qualification
SAL11807,25,40.28,1522.0,Certificate III/IV
SAL11809,76,41.69736842105263,1219.0,No qualification
SAL11810,1,8.0,1098.0,No qualification
SAL11811,45,39.355555555555554,1303.0,Certificate III/IV
SAL11812,9,52.0,1019.0,Certificate III/IV
SAL11814,7,45.142857142857146,1274.0,Year 12
SAL11815,10,41.4,709.0,Bachelor
SAL11816,12,25.833333333333332,1245.5,No qualification
SAL11818,374,39.40909090909091,1396.0,No qualification
SAL11819,29,45.206896551724135,1275.0,Year 12
SAL11821,1,38.0,2233.0,Postgraduate
SAL11822,2,31.5,1421.0,Bachelor
SAL11823,2,60.0,1911.5,Certificate III/IV
SAL11824,7,42.0,1092.0,Diploma
SAL11825,4,56.75,2020.5,No qualification
SAL11826,2,19.0,1061.5,Bachelor
SAL11827,4,40.75,782.0,No qualification
SAL11828,6,17.833333333333332,2313.5,Diploma
SAL11829,88,35.20454545454545,1373.0,Certificate III/IV
SAL11830,4,44.75,3564.5,Postgraduate
SAL11831,151,36.41721854304636,1280.0,Year 12
SAL11832,140,35.97857142857143,1379.5,No qualification
SAL11833,346,38.41618497109827,1519.0,No qualification
SAL11834,247,38.587044534412954,1322.0,No qualification
SAL11835,269,38.02973977695167,1400.0,No qualification
SAL11837,109,38.321100917431195,1306.0,No qualification
SAL11838,5,54.6,1733.0,No qualification
SAL11839,20,33.35,917.0,No qualification
SAL11840,1,17.0,526.0,No qualification
SAL11841,6,39.333333333333336,1040.0,Certificate III/IV
SAL11842,21,42.38095238095238,1376.0,No qualification
SAL11843,1,22.0,1749.0,No qualification
SAL11844,3,37.666666666666664,2269.0,Bachelor
SAL11845,160,38.2,1614.5,Certificate III/IV
SAL11846,45,44.31111111111111,1085.0,No qualification
SAL11847,31,44.16129032258065,1367.0,Certificate III/IV
SAL11848,153,38.470588235294116,1402.0,Certificate III/IV
SAL11849,31,34.935483870967744,1300.0,Certificate III/IV
SAL11850,331,37.35649546827795,1155.0,No qualification
SAL11851,138,34.7536231884058,1586.0,No qualification
SAL11852,4,23.0,1654.5,No qualification
SAL11853,8,29.625,1746.0,Bachelor
SAL11854,2,49.5,1430.0,Postgraduate
SAL11856,7,44.714285714285715,1631.0,Diploma
SAL11857,47,36.48936170212766,1044.0,Certificate III/IV
SAL11858,90,40.86666666666667,1496.0,No qualification
SAL11859,5,18.2,1003.0,Year 12
SAL11860,9,42.44444444444444,1374.0,No qualification
SAL11861,11,46.54545454545455,1526.0,Certificate III/IV
SAL11862,6,46.833333333333336,1454.0,Year 12
SAL11863,2,40.0,954.0,Certificate III/IV
SAL11864,4,46.5,1373.5,No qualification
SAL11865,125,38.416,1354.0,No qualification
SAL11866,532,38.46804511278196,1349.5,No qualification
SAL11867,187,36.06951871657754,1445.0,No qualification
SAL11868,19,31.94736842105263,1640.0,No qualification
SAL11869,2,54.5,483.5,No qualification
SAL11870,3,60.333333333333336,655.0,Certificate III/IV
SAL11871,2,32.5,2380.5,No qualification
SAL11872,16,32.625,961.0,Certificate III/IV
SAL11873,162,38.833333333333336,1315.5,No qualification
SAL11874,1,87.0,873.0,No qualification
SAL11875,23,44.69565217391305,1150.0,No qualification
SAL11876,11,31.181818181818183,916.0,Certificate III/IV
SAL11878,4,58.0,1492.5,Diploma
SAL11879,14,31.0,1161.0,Certificate III/IV
SAL11880,62,37.24193548387097,1158.0,No qualification
SAL11881,96,39.010416666666664,1246.5,Year 12
SAL11882,19,38.526315789473685,1601.0,Certificate III/IV
SAL11884,267,36.745318352059925,1383.0,No qualification
SAL11887,51,36.80392156862745,1834.0,No qualification
SAL11888,184,35.07065217391305,1263.0,No qualification
SAL11890,214,39.205607476635514,1276.0,Certificate III/IV
SAL11891,20,43.0,1745.5,No qualification
SAL11893,220,38.55,1307.0,Year 12
SAL11894,143,37.39160839160839,1306.0,No qualification
SAL11895,109,39.71559633027523,1386.0,Year 12
SAL11896,2,23.0,1494.5,Postgraduate
SAL11897,249,37.82329317269076,1221.0,No qualification
SAL11898,14,42.357142857142854,979.5,No qualification
SAL11899,51,40.86274509803921,1387.0,No qualification
SAL11900,2,11.0,1115.5,Bachelor
SAL11901,7,28.714285714285715,801.0,Certificate III/IV
SAL11902,6,43.166666666666664,1534.0,Year 12
SAL11903,7,34.285714285714285,1193.0,No qualification
SAL11904,6,22.833333333333332,3484.0,Diploma
SAL11905,5,29.2,818.0,No qualification
SAL11906,7,30.142857142857142,1004.0,No qualification
SAL11907,18,37.05555555555556,1819.5,No qualification
SAL11909,33,38.72727272727273,1598.0,No qualification
SAL11910,3,47.666666666666664,1618.0,Bachelor
SAL11911,7,34.714285714285715,1330.0,Certificate III/IV
SAL11912,107,39.54205607476636,1264.0,No qualification
SAL11913,10,39.2,1410.5,No qualification
SAL11914,6,38.166666666666664,776.5,No qualification
SAL11915,2,25.5,343.5,Bachelor
SAL11916,28,46.42857142857143,1579.0,Bachelor
SAL11917,2,14.5,1513.5,Certificate III/IV
SAL11918,224,37.107142857142854,1227.0,No qualification
SAL11919,53,38.264150943396224,1397.0,Year 12
SAL11920,14,37.5,1283.5,No qualification
SAL11921,252,37.15873015873016,1410.5,No qualification
SAL11922,418,38.81578947368421,1256.0,No qualification
SAL11923,13,36.23076923076923,1210.0,Year 12
SAL11924,108,39.870370370370374,1232.5,Certificate III/IV
SAL11925,2,53.0,2622.5,No qualification
SAL11926,2,36.0,1953.0,Diploma
SAL11927,73,38.28767123287671,1346.0,No qualification
SAL11928,34,40.8235294117647,1027.5,Certificate III/IV
SAL11929,1,86.0,1068.0,Postgraduate
SAL11930,2,26.5,875.5,Bachelor
SAL11931,46,42.52173913043478,1455.0,Certificate III/IV
SAL11932,57,39.12280701754386,1136.0,Certificate III/IV
SAL11933,218,38.45412844036697,1417.0,No qualification
SAL11935,1,57.0,1596.0,Year 12
SAL11936,507,36.94477317554241,1364.0,No qualification
SAL11937,356,37.82303370786517,1261.5,No qualification
SAL11938,3,55.333333333333336,1832.0,Certificate III/IV
SAL11940,4,51.75,1333.0,Bachelor
SAL11941,1,58.0,1370.0,Bachelor
SAL11942,129,37.83720930232558,1523.0,No qualification
SAL11943,876,37.509132420091326,1274.0,No qualification
SAL11944,220,39.877272727272725,1288.0,Certificate III/IV
SAL11945,8,33.875,1305.0,Bachelor
SAL11946,15,36.13333333333333,1585.0,No qualification
SAL11947,1,18.0,2183.0,Certificate III/IV
SAL11948,15,39.666666666666664,1122.0,No qualification
SAL11949,380,38.136842105263156,1434.0,No qualification
SAL11950,66,35.984848484848484,1906.5,Certificate III/IV
SAL11951,5,39.4,1167.0,Bachelor
SAL11952,1,36.0,2998.0,No qualification
SAL11954,4,43.0,1876.0,Year 12
SAL11955,3,44.0,1488.0,Bachelor
SAL11957,128,38.0390625,1378.0,No qualification
SAL11958,181,39.773480662983424,1324.0,No qualification
SAL11959,7,31.428571428571427,1336.0,No qualification
SAL11960,2,25.0,2667.0,No qualification
SAL11961,368,38.546195652173914,1221.5,No qualification
SAL11962,133,36.56390977443609,1145.0,No qualification
SAL11963,4,18.5,713.5,Bachelor
SAL11965,4,44.0,1101.0,Bachelor
SAL11966,3,36.333333333333336,1700.0,Bachelor
SAL11967,32,39.625,1395.0,Certificate III/IV
SAL11968,2,44.0,1762.5,Year 12
SAL11969,4,50.25,1309.5,Certificate III/IV
SAL11970,157,41.140127388535035,1338.0,Year 12
SAL11971,1220,37.41885245901639,1312.5,No qualification
SAL11972,94,34.819148936170215,1322.5,No qualification
SAL11973,35,36.457142857142856,1368.0,No qualification
SAL11974,3,12.666666666666666,2222.0,No qualification
SAL11975,5,23.0,1467.0,No qualification
SAL11976,13,31.307692307692307,1044.0,Certificate III/IV
SAL11977,5,32.2,1295.0,Bachelor
SAL11978,10,47.1,1598.5,No qualification
SAL11979,12,38.25,1696.0,Certificate III/IV
SAL11980,4,24.5,1020.5,Year 12
SAL11981,2,41.5,2142.0,No qualification
SAL11982,287,40.3205574912892,1402.0,No qualification
SAL11983,74,35.554054054054056,1377.0,No qualification
SAL11984,3,31.0,1656.0,No qualification
SAL11985,4,51.75,3196.5,Bachelor
SAL11987,590,37.26779661016949,1451.5,No qualification
SAL11988,40,42.225,1527.0,Certificate III/IV
SAL11989,1,21.0,1652.0,No qualification
SAL11990,443,36.07674943566592,1210.0,No qualification
SAL11992,27,40.2962962962963,1689.0,Certificate III/IV
SAL11993,1,32.0,486.0,Year 12
SAL11996,5,47.4,1271.0,Bachelor
SAL11997,1,36.0,87.0,No qualification
SAL11998,1,45.0,844.0,Bachelor
SAL11999,75,37.053333333333335,1398.0,Certificate III/IV
SAL12000,12,35.5,1031.5,Certificate III/IV
SAL12001,3,33.666666666666664,1206.0,Bachelor
SAL12002,10,37.6,1556.5,Year 12
SAL12003,3,13.333333333333334,2049.0,No qualification
SAL12004,4,44.25,1071.5,Year 12
SAL12005,1,36.0,1597.0,Diploma
SAL12007,82,41.81707317073171,1308.5,Year 12
SAL12008,10,41.2,1748.0,No qualification
SAL12009,228,39.71052631578947,1548.0,Year 12
SAL12010,265,38.99245283018868,1413.0,No qualification
SAL12011,14,33.57142857142857,1359.5,No qualification
SAL12013,12,36.0,1551.5,Certificate III/IV
SAL12014,4,58.25,707.5,No qualification
SAL12015,1,54.0,460.0,Certificate III/IV
SAL12016,4,49.75,3192.5,No qualification
SAL12017,7,41.857142857142854,1132.0,Bachelor
SAL12019,3,17.333333333333332,819.0,Bachelor
SAL12020,5,37.4,1548.0,Certificate III/IV
SAL12021,3,35.666666666666664,1565.0,Certificate III/IV
SAL12023,28,27.964285714285715,1383.0,Certificate III/IV
SAL12025,347,37.596541786743515,1277.0,No qualification
SAL12026,10,34.0,1502.0,Certificate III/IV
SAL12027,5,53.6,1318.0,No qualification
SAL12028,1,55.0,1853.0,No qualification
SAL12029,1,41.0,485.0,Year 12
SAL12030,19,38.89473684210526,1020.0,Certificate III/IV
SAL12031,4,36.0,1748.5,Certificate III/IV
SAL12032,123,36.983739837398375,1348.0,No qualification
SAL12033,112,38.848214285714285,1252.0,Certificate III/IV
SAL12035,10,40.5,1065.5,Diploma
SAL12036,51,39.03921568627451,1481.0,No qualification
SAL12039,125,41.808,1309.0,No qualification
SAL12040,1,44.0,1427.0,No qualification
SAL12041,105,40.304761904761904,1278.0,Year 12
SAL12042,3,22.0,668.0,Certificate III/IV
SAL12044,8,32.25,1867.5,Bachelor
SAL12045,1,15.0,2566.0,Bachelor
SAL12046,17,35.8235294117647,1949.0,No qualification
SAL12048,1,49.0,1260.0,Year 12
SAL12049,2,40.5,2067.0,Diploma
SAL12050,477,35.928721174004195,1230.0,No qualification
SAL12051,1,45.0,1758.0,Certificate III/IV
SAL12052,6,43.333333333333336,909.5,Diploma
SAL12053,50,33.5,1438.0,Certificate III/IV
SAL12054,204,39.21078431372549,1069.0,Bachelor
SAL12055,2,31.5,1379.0,Diploma
SAL12056,104,35.71153846153846,1404.5,No qualification
SAL12057,9,45.44444444444444,968.0,Year 12
SAL12058,6,30.5,2236.5,Bachelor
SAL12059,33,34.78787878787879,1432.0,No qualification
SAL12060,11,48.18181818181818,1964.0,Year 12
SAL12061,3,42.666666666666664,3083.0,No qualification
SAL12062,5,32.0,1386.0,Year 12
SAL12063,247,39.441295546558706,1402.0,Year 12
SAL12065,38,35.81578947368421,1539.5,Certificate III/IV
SAL12066,7,38.714285714285715,930.0,Certificate III/IV
SAL12067,6,36.333333333333336,1261.5,No qualification
SAL12068,24,29.708333333333332,1335.5,Bachelor
SAL12069,45,32.91111111111111,1013.0,No qualification
SAL12070,4,47.5,1253.0,Diploma
SAL12071,4,31.75,1054.5,Bachelor
SAL12072,12,43.5,1589.5,Bachelor
SAL12073,6,34.0,1360.0,Certificate III/IV
SAL12074,4,39.25,1369.0,No qualification
SAL12075,179,35.46927374301676,1440.0,No qualification
SAL12076,20,49.25,1252.0,Diploma
SAL12078,3,23.666666666666668,602.0,Bachelor
SAL12079,320,38.190625,1329.5,No qualification
SAL12080,20,34.65,1919.5,No qualification
SAL12081,155,38.83870967741935,1433.0,No qualification
SAL12082,221,37.76470588235294,1211.0,No qualification
SAL12084,55,38.2,1546.0,Certificate III/IV
SAL12085,333,38.687687687687685,1311.0,No qualification
SAL12086,2,45.5,1074.5,No qualification
SAL12087,119,36.04201680672269,1236.0,Certificate III/IV
SAL12088,32,38.5,1157.5,Year 12
SAL12089,1,34.0,2861.0,Certificate III/IV
SAL12090,3,33.666666666666664,484.0,Bachelor
SAL12091,4,36.5,1221.5,Bachelor
SAL12092,8,35.125,1256.5,Certificate III/IV
SAL12093,144,35.611111111111114,1155.5,No qualification
SAL12094,1,38.0,302.0,Bachelor
SAL12095,9,37.666666666666664,1711.0,No qualification
SAL12096,1072,38.86473880597015,1372.5,No qualification
SAL12097,457,37.439824945295406,1263.0,Certificate III/IV
SAL12098,389,37.22365038560411,1310.0,No qualification
SAL12099,5,51.2,1215.0,Bachelor
SAL12100,72,38.708333333333336,1543.0,No qualification
SAL12101,4,37.25,1079.5,Certificate III/IV
SAL12102,104,40.21153846153846,1338.5,Year 12
SAL12103,28,28.464285714285715,1019.0,No qualification
SAL12104,47,38.91489361702128,1420.0,Certificate III/IV
SAL12105,1,0.0,1325.0,Certificate III/IV
SAL12107,493,38.04259634888438,1266.0,No qualification
SAL12108,194,39.92783505154639,1303.5,No qualification
SAL12109,29,37.793103448275865,1358.0,No qualification
SAL12110,5,46.2,799.0,Year 12
SAL12111,1,78.0,1445.0,Bachelor
SAL12115,1,31.0,953.0,Certificate III/IV
SAL12116,5,23.2,2998.0,Bachelor
SAL12117,61,34.63934426229508,1568.0,Year 12
SAL12119,14,28.214285714285715,1813.5,No qualification
SAL12121,2,27.5,1793.5,Postgraduate
SAL12122,2,33.5,2164.0,Diploma
SAL12123,2,46.0,740.5,Year 12
SAL12124,296,37.91216216216216,1382.5,Year 12
SAL12125,200,39.0,1353.5,Bachelor
SAL12126,31,38.0,1911.0,No qualification
SAL12127,29,34.758620689655174,1357.0,Year 12
SAL12128,3,20.333333333333332,845.0,No qualification
SAL12129,3,40.666666666666664,2959.0,Bachelor
SAL12130,6,34.333333333333336,1741.0,Certificate III/IV
SAL12131,3,43.0,910.0,No qualification
SAL12132,2,47.0,1815.0,Bachelor
SAL12133,58,41.96551724137931,1349.0,No qualification
SAL12134,3,47.666666666666664,1782.0,Bachelor
SAL12135,5,51.0,2136.0,No qualification
SAL12136,12,39.75,1414.5,Certificate III/IV
SAL12137,386,36.47409326424871,1398.5,No qualification
SAL12138,202,38.25247524752475,1249.5,No qualification
SAL12139,305,37.22950819672131,1396.0,No qualification
SAL12140,10,39.1,999.5,Bachelor
SAL12141,24,31.041666666666668,1283.0,No qualification
SAL12142,36,32.30555555555556,1383.0,Certificate III/IV
SAL12144,2,28.0,465.0,Certificate III/IV
SAL12145,29,42.724137931034484,1394.0,Year 12
SAL12146,4,24.25,850.5,Certificate III/IV
SAL12147,7,42.0,1619.0,Bachelor
SAL12148,7,41.857142857142854,1298.0,Certificate III/IV
SAL12149,297,38.23232323232323,1468.0,No qualification
SAL12150,27,46.407407407407405,1206.0,No qualification
SAL12151,2,11.0,1841.0,Bachelor
SAL12152,1,51.0,1999.0,Year 12
SAL12153,66,45.81818181818182,1528.5,Certificate III/IV
SAL12154,5,62.2,1530.0,Bachelor
SAL12156,1,65.0,2292.0,Year 12
SAL12157,347,38.873198847262245,1488.0,No qualification
SAL12158,154,35.4025974025974,1283.0,Year 12
SAL12159,6,42.5,1428.5,Bachelor
SAL12160,1,55.0,1769.0,Diploma
SAL12161,24,38.583333333333336,1561.0,Year 12
SAL12162,320,37.78125,1316.0,Year 12
SAL12163,5,35.0,2737.0,No qualification
SAL12164,516,37.76937984496124,1294.5,No qualification
SAL12166,505,37.10495049504951,1287.0,No qualification
SAL12167,1,25.0,604.0,Certificate III/IV
SAL12168,3,46.333333333333336,892.0,Certificate III/IV
SAL12169,2,73.5,766.5,Certificate III/IV
SAL12171,403,39.148883374689824,1365.0,No qualification
SAL12172,45,43.733333333333334,1292.0,No qualification
SAL12173,9,36.333333333333336,1928.0,Bachelor
SAL12174,11,33.27272727272727,876.0,Diploma
SAL12175,2,29.0,1923.5,Bachelor
SAL12177,2,42.5,1373.5,Bachelor
SAL12179,6,31.333333333333332,499.5,Bachelor
SAL12180,25,37.36,1232.0,No qualification
SAL12181,475,36.665263157894735,1367.0,No qualification
SAL12182,145,41.02068965517241,1454.0,No qualification
SAL12183,26,31.5,1001.5,No qualification
SAL12185,1,29.0,3691.0,Certificate III/IV
SAL12186,3,31.333333333333332,3737.0,Bachelor
SAL12187,10,43.9,2006.5,Certificate III/IV
SAL12188,1,38.0,2727.0,Certificate III/IV
SAL12190,613,39.580750407830344,1456.0,No qualification
SAL12191,85,38.258823529411764,1102.0,No qualification
SAL12192,6,23.666666666666668,1495.0,Bachelor
SAL12193,2,49.0,2380.0,No qualification
SAL12194,31,39.29032258064516,961.0,Certificate III/IV
SAL12196,133,36.81203007518797,1384.0,Certificate III/IV
SAL12197,13,38.0,2158.0,Certificate III/IV
SAL12198,1,38.0,3731.0,No qualification
SAL12200,11,38.54545454545455,1008.0,No qualification
SAL12201,18,39.0,1047.5,No qualification
SAL12202,288,35.90277777777778,1409.0,No qualification
SAL12203,79,37.34177215189873,1316.0,No qualification
SAL12204,12,37.25,1462.0,No qualification
SAL12205,1,31.0,552.0,Postgraduate
SAL12206,105,38.98095238095238,1204.0,Certificate III/IV
SAL12208,160,42.525,1421.0,Certificate III/IV
SAL12209,59,38.40677966101695,1377.0,Year 12
SAL12210,18,39.333333333333336,1577.0,No qualification
SAL12211,2,37.5,1591.0,Diploma
SAL12212,5,33.6,1464.0,No qualification
SAL12213,1,44.0,508.0,Certificate III/IV
SAL12214,27,38.18518518518518,1024.0,Certificate III/IV
SAL12217,29,42.44827586206897,1579.0,Certificate III/IV
SAL12218,3,41.0,678.0,Bachelor
SAL12219,10,37.3,1464.0,No qualification
SAL12220,1,5.0,1077.0,Bachelor
SAL12221,4,39.75,2636.0,Diploma
SAL12222,3,32.666666666666664,601.0,Bachelor
SAL12223,32,40.15625,1713.0,Postgraduate
SAL12224,89,35.89887640449438,1610.0,No qualification
SAL12225,48,37.916666666666664,1315.5,No qualification
SAL12226,127,36.98425196850393,1227.0,No qualification
SAL12227,40,33.975,1349.0,Certificate III/IV
SAL12228,23,37.34782608695652,1694.0,Bachelor
SAL12229,246,38.886178861788615,1432.0,Certificate III/IV
SAL12230,1,32.0,510.0,No qualification
SAL12232,2,34.5,1454.5,Bachelor
SAL12234,38,37.421052631578945,1238.5,No qualification
SAL12235,34,39.44117647058823,1727.0,Certificate III/IV
SAL12236,5,51.0,916.0,No qualification
SAL12237,61,33.19672131147541,1524.0,Year 12
SAL12238,18,35.27777777777778,1613.5,Year 12
SAL12239,4,44.25,1031.5,Bachelor
SAL12240,6,39.0,1027.0,No qualification
SAL12241,6,47.166666666666664,1329.5,Certificate III/IV
SAL12242,5,35.8,2945.0,Certificate III/IV
SAL12243,14,38.785714285714285,1940.5,No qualification
