Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly
Marrangaroo,SAL12512,7823.2982651259945,60.355434039644564,4134.931305536569,51.854066985645936,0.4784688995215311,5444.292549555707,10000.0,10.0,5.330882352941177,829,38,2.9,11.124750652140555,783,2167,353,0.6032290990071448,2283
Marrickville,SAL12514,13807.53705747087,83.11688311688312,4991.47655430977,35.150375939849624,89.47368421052632,8523.581681476418,9571.428571428572,98.01867831028866,62.184189079054605,1077,37,2.3,4603.735662057733,26570,2600,480,0.5571030640668524,2170
Marsden Park,SAL12515,20089.81646257596,74.16267942583733,5037.971198762725,24.077238550922758,88.51674641148325,8807.245386192753,9428.57142857143,80.66467892398241,60.97105508870215,1131,32,3.4,1132.9357847964825,14610,2900,570,0.591715976331361,2722
Marsfield,SAL12516,12620.95313970236,38.55092276144907,4174.317706930403,32.0745044429255,91.1825017088175,5444.292549555707,10000.0,91.16794367363843,64.67931345980126,829,39,2.5,3233.588734727687,12492,2383,475,0.6633571494850143,1943
Marulan,SAL12523,6224.138651924206,43.74572795625427,3663.031100478469,57.852016404647976,9.842788790157211,3861.9275461380726,10000.0,10.0,15.127388535031846,739,38,2.6,7.514132409747535,1428,1950,380,0.6089309878213802,1484
Maryville,SAL12528,8453.278080188957,94.9419002050581,4840.585084120778,56.26281613123719,83.11688311688312,8031.442241968559,9571.428571428572,89.0680249200202,54.54545454545454,1021,39,2.3,2813.604984004041,1671,2000,505,0.45204550591426207,2067
Mascot,SAL12529,17098.082768551994,54.3403964456596,4644.18054037402,26.161995898838,86.19275461380724,7812.7136021872875,9047.619047619048,84.0258095261983,58.313201648429725,993,30,2.5,1805.16190523966,21591,2600,600,0.6042296072507553,2254
Matcham,SAL12530,53351.317880694194,38.14080656185919,4736.342560727653,7.877648667122344,71.01845522898155,7358.168147641831,10000.0,50.57719910939319,44.26807760141093,953,44,3.2,117.31597328179569,1038,3517,550,0.8516425861651464,3360
Mathoura,SAL12532,2709.9377676154327,31.989063568010938,2576.117224880383,94.06185919343814,4.6479835953520166,898.838004101162,9214.285714285716,10.0,12.529002320185615,546,51,2.2,1.833102762423662,1002,1083,180,0.4577345731191885,993
Matraville,SAL12534,21618.82811541593,32.60423786739576,4355.610171674245,19.147300068352692,68.42105263157895,6073.137388926863,10000.0,87.61759471141622,42.64735066481445,865,42,2.7,2523.5189422832445,9925,2817,480,0.7515340151178301,2075
Mayfield East,SAL12544,7154.459983880668,80.65618591934381,4345.026293901499,59.73171565276829,75.7347915242652,6565.276828434723,9357.142857142859,89.58062418725618,48.16650148662042,903,36,2.2,2916.1248374512356,1794,2000,420,0.5111167901865576,1809
Mayfield West,SAL12546,5620.308136733253,68.62611073137388,3903.5978858364733,68.45522898154476,54.27204374572796,5102.529049897471,9380.95238095238,75.46308336945528,34.76144109055501,808,34,2.3,863.8925010836584,1993,1844,370,0.5266565118050266,1592
Mays Hill,SAL12548,9133.894165789825,82.43335611756665,4623.94807656112,49.62406015037594,91.93438140806562,7576.896787423102,9238.095238095239,91.83277591973244,65.30078465562337,971,31,2.7,6361.2040133779265,1902,2180,435,0.5181018775251525,2076
McGraths Hill,SAL12552,11566.283190236047,71.42857142857143,4631.88926554716,39.04647983595352,23.650034176349966,7204.374572795625,9809.52380952381,74.00620716410191,20.600858369098713,942,34,2.9,820.186214923057,2537,2392,450,0.5859872611464968,2177
McLeans Ridges,SAL12555,8484.528304482088,60.697197539302806,4216.195830485304,48.692754613807246,69.71975393028025,5645.9330143540665,10000.0,10.0,43.50515463917526,842,45,2.9,42.43318611258449,808,2167,400,0.5939155856020464,2305
McMahons Point,SAL12557,15264.632774010368,87.08133971291866,5147.82263707535,32.72385509227615,99.31647300068353,9931.647300068353,8500.0,90.2233676975945,74.69813391877058,1664,44,1.8,6629.438717067583,2315,3000,580,0.41605029585798814,2568
Meadowbank (NSW),SAL12560,8269.039667907733,97.5393028024607,4947.7456900157695,58.83458646616541,97.60765550239235,9070.403280929597,8738.095238095239,85.45733041575492,71.96029776674938,1184,34,2.0,7423.778264040846,5089,2148,430,0.41865904365904366,1993
Medlow Bath,SAL12563,4421.699679416657,53.725222146274774,3440.2062669818224,76.8028024606972,69.44634313055366,3991.797676008203,8857.142857142859,50.31564636320495,43.37662337662337,745,52,2.1,109.46939089614837,569,1559,398,0.48291171915332987,1312
Medowie,SAL12564,6990.560219020545,75.25632262474367,4236.527961032253,59.60355434039644,29.665071770334926,5731.373889268626,10000.0,54.775151470431496,23.078368727682765,845,37,2.9,243.25454411294487,10879,1950,430,0.5325443786982249,2044
Melonba,SAL12573,16787.92067845535,84.07382091592618,5142.2904262721795,29.630895420369114,92.20779220779221,9323.30827067669,9238.095238095239,54.07865255350382,66.22114216281896,1266,31,3.3,222.35957660511474,1439,2835,600,0.516769959897922,2859
Melrose Park (NSW),SAL12574,15732.623384322147,68.83116883116884,4820.387624838909,29.63943950786056,85.44087491455913,7607.655502392345,10000.0,83.05807764558547,57.69547325102881,973,37,2.7,1611.6155291170944,2059,2600,490,0.6166495375128469,2182
Menai,SAL12578,17086.581119973012,69.58304853041695,4877.559038369329,27.546138072453857,65.48188653451813,7822.966507177034,10000.0,73.49680170575692,41.25206535707729,994,39,3.0,804.9040511727079,10419,2600,560,0.6036217303822938,2575
Menangle,SAL12579,12362.918629328642,5.741626794258373,3265.061175666439,25.41011619958988,24.128503075871496,2997.265892002734,9428.57142857143,10.0,20.82191780821918,687,54,2.6,36.722434709153625,1252,2500,450,0.8397715821296607,1476
Mendooran,SAL12581,2594.899014531254,35.13328776486671,2563.8684210526317,97.80416951469583,3.691045796308954,382.7751196172249,9785.714285714286,10.0,11.923076923076923,489,45,2.4,0.716205347285227,626,737,205,0.3478055686644644,928
Menindee,SAL12582,2488.548567584081,32.262474367737525,2477.713260423787,98.56459330143541,6.151742993848257,628.8448393711552,9142.857142857143,10.0,13.274336283185843,519,50,2.1,0.040326432634630455,537,758,184,0.3370386838594931,885
Merewether,SAL12584,10660.928513737832,95.42036910457963,5084.563345935162,46.69343814080657,84.48393711551606,8667.122351332879,9785.714285714286,84.35258648048239,56.32716049382716,1102,39,2.4,1870.5172960964774,11788,2457,420,0.5145190562613431,2287
Merewether Heights,SAL12585,14911.777915043638,91.45591250854409,5232.6784320062225,34.09090909090909,82.77511961722487,8981.544771018453,10000.0,89.21643210346139,54.34272300469484,1159,41,2.9,2843.286420692278,1495,2600,580,0.5176876617773943,3022
Merimbula,SAL12586,3684.0139918083723,45.249487354750514,3102.025397285644,83.20232399179767,47.50512645249487,3301.4354066985647,8357.142857142859,53.716820364076504,31.252911038658592,708,54,2.0,211.50461092229517,3821,1517,310,0.49445893089960885,1146
Merriwa (NSW),SAL12596,3158.1033376123237,43.609022556390975,2892.3304853041695,90.58441558441558,11.756664388243337,1469.583048530417,9785.714285714286,10.0,15.889029003783103,593,45,2.4,0.9602038389107322,1825,1235,245,0.4806070826306914,1208
Merrylands,SAL12599,7019.890847798423,6.630211893369788,2956.9670775188088,41.122693096377304,61.79084073820916,1729.3233082706768,9619.04761904762,99.1395203615873,39.321844694062655,607,33,3.0,4827.904072317459,32472,2100,400,0.7983778988721327,1470
Merrylands West,SAL12600,6520.348676289315,7.792207792207792,2955.460572595853,44.32672590567327,52.22146274777854,1418.3185235816816,10000.0,95.32384464676731,33.76195186284207,588,36,2.8,4064.768929353463,7054,2000,400,0.7849293563579278,1394
Metford,SAL12603,4649.89221596796,65.82365003417635,3636.8164166660404,77.21291866028707,18.386876281613123,3728.6397812713603,10000.0,84.7227960009915,18.572117703810903,731,35,2.6,1944.559200198298,4707,1625,350,0.5129958960328318,1484
Michelago,SAL12609,9624.03766870633,99.31647300068353,5305.423444976076,54.12679425837321,53.86192754613808,9292.54955570745,10000.0,10.0,34.659090909090914,1262,38,2.9,2.7256921963262597,642,2330,400,0.42606363525539437,2750
Middle Cove,SAL12613,60412.03347715705,73.2740943267259,5394.138026740272,7.928913192071079,98.56459330143541,9507.860560492138,10000.0,81.40320401466899,73.5330836454432,1369,45,3.0,1280.6408029337965,1327,4000,930,0.6742709445412148,4446
Middle Dural,SAL12614,77156.18852349053,41.763499658236505,4865.375374049641,5.305878332194126,63.36295283663704,7795.625427204375,10000.0,51.19240024891535,40.10989010989011,990,46,3.4,135.7720074674604,1040,3588,650,0.8363636363636363,3067
Middleton Grange,SAL12618,14640.009702443558,30.416951469583047,4112.862055880254,27.093301435406687,60.492139439507866,6025.290498974709,9095.238095238095,88.78493697643466,38.54055968827488,861,31,3.6,2756.987395286933,7043,2500,520,0.6700616456714018,2344
Miller,SAL12628,4228.664682702698,6.288448393711551,2526.591017833841,58.74914559125085,6.903622693096377,37.59398496240601,10000.0,88.27823691460055,13.679245283018867,435,35,2.8,2655.6473829201104,3374,1800,201,0.9549071618037135,825
Millers Point,SAL12630,24102.43967475082,77.71701982228298,5208.136879274765,20.608339029391672,95.28366370471633,9958.988380041013,8714.285714285716,88.55891719745223,69.11764705882352,1723,43,1.9,6906.847133757962,1735,3900,800,0.522344747533372,3160
Millfield,SAL12631,5028.4165113128165,38.48257006151743,3373.9196855775804,66.09706083390294,16.74641148325359,2891.319207108681,10000.0,10.0,17.91530944625407,682,38,2.8,39.58610595613415,1282,1794,320,0.6070381231671554,1668
Millingandi,SAL12633,2776.5354742146615,7.040328092959672,2142.9046479835956,76.17908407382092,11.961722488038278,1114.1490088858511,7214.285714285716,10.0,15.942028985507244,565,62,2.0,27.094753328112763,519,1517,210,0.6196051735874745,859
Millthorpe,SAL12634,6109.732591224924,98.56459330143541,4682.026315789473,75.63226247436774,64.04647983595352,7204.374572795625,10000.0,10.0,40.37433155080214,942,43,2.7,17.62752144223748,1347,1820,325,0.445859872611465,2071
Milperra,SAL12636,18915.421779959088,20.915926179084074,4038.8239614652193,20.35201640464797,49.00888585099111,5044.42925495557,10000.0,71.95012815500239,31.925133689839573,806,39,3.0,758.5038446500716,4074,2600,538,0.7444168734491315,2117
Milsons Point,SAL12640,14815.528212365089,88.38004101161997,5157.130430477092,33.80895420369106,98.08612440191388,9993.164730006834,8500.0,31.701161029782938,72.8092138207311,1866,44,1.8,12766.279656739021,2529,2800,750,0.34627751669552315,3267
Milton (NSW),SAL12641,4623.643424713067,11.346548188653452,2779.9695595901267,59.12508544087491,51.674641148325364,1630.211893369788,9071.428571428572,50.30970918366315,33.54037267080746,602,55,2.4,109.29127550989448,1801,1733,383,0.6643240480449784,1325
Minchinbury,SAL12644,9292.163693012113,51.742993848257,4170.549176857516,43.88243335611757,55.912508544087494,5471.633629528366,10000.0,81.90223623853211,35.950252623396814,832,35,3.3,1380.447247706422,5778,2167,450,0.6010539940828402,2208
Minmi,SAL12649,6535.924301262219,55.57074504442926,3905.717361585783,58.7576896787423,19.070403280929597,4661.654135338345,10000.0,10.0,18.81188118811881,784,35,2.9,78.04138423118088,700,1950,400,0.5739795918367346,1899
Minnamurra,SAL12650,16719.41969977308,25.63226247436774,4091.3437112899946,23.470608339029397,57.758031442241965,5215.3110047846885,10000.0,62.82000281276998,36.809815950920246,813,50,2.5,484.6000843830993,804,2580,500,0.7323304002270792,1577
Minto,SAL12653,6921.291954987133,24.06015037593985,3452.3905745807488,48.880724538619276,67.87423103212576,3065.6185919343816,10000.0,82.28485127197474,42.42621881624002,691,35,3.1,1456.9702543949497,13940,2100,350,0.7013247244795725,1646
Mirador,SAL12655,7364.671647832667,59.05673274094326,4066.1998269959504,54.21223513328776,51.196172248803826,5379.357484620643,9714.285714285716,56.41534242458394,33.22147651006711,826,52,2.5,292.4602727375183,519,1950,500,0.5447941888619855,1662
Miranda (NSW),SAL12656,14800.40587331889,52.63157894736842,4519.5866889505,29.53691045796309,62.40601503759399,6801.093643198907,9785.714285714286,94.05480033984708,39.58036259930739,917,39,2.4,3810.9600679694136,17942,2546,488,0.6407180605653888,1920
Mirrabooka (NSW),SAL12658,5238.8750710130735,52.49487354750513,3612.263446520706,67.95112781954887,20.847573479152427,3646.6165413533836,10000.0,80.16141380630343,19.406392694063925,727,42,2.5,1032.2827612606866,809,1755,368,0.5570839064649243,1557
Mitchell (NSW),SAL12661,2316.8840519706287,5.263157894736842,1890.295496208955,80.58783321941216,0.4101161995898838,160.62884483937117,7333.333333333334,57.66983042622094,4.204545454545454,461,30,1.7,330.09491278662824,1179,1235,215,0.6182212581344902,779
Moama,SAL12665,4329.245533227834,49.282296650717704,3347.19036226931,76.3157894736842,34.44976076555024,2963.08954203691,9785.714285714286,10.0,25.09863429438543,686,49,2.4,12.374156900123587,7213,1627,315,0.5473200269118637,1348
Modanville,SAL12666,5105.3539249778405,52.42652084757348,3582.576555023923,69.17293233082705,38.995215311004785,3564.5933014354064,10000.0,10.0,27.076923076923077,722,48,2.7,62.82679654964238,614,1767,340,0.5647773279352227,1687
Mollymook,SAL12680,3988.491359002719,44.15584415584416,3177.4481349107746,78.66541353383458,43.0622009569378,3130.553656869447,8857.142857142859,73.85108851429742,29.17933130699088,697,55,2.3,815.5326554289223,1195,1517,375,0.502262443438914,1346
Mollymook Beach,SAL12681,4325.407456701175,23.239917976760083,2981.6780909914005,67.93403964456597,57.621326042378676,2881.066302118934,8357.142857142859,71.9072550486163,36.76371022342586,681,57,2.2,757.2176514584892,2531,1700,380,0.5760759064723823,1247
Molong,SAL12682,4316.638016420684,70.9501025290499,3604.4665071770332,82.50170881749828,29.93848257006152,3646.6165413533836,10000.0,10.0,23.218574859887912,727,43,2.5,6.164009689490684,2595,1600,270,0.5078827637287059,1376
Mona Vale,SAL12683,36356.12792260235,53.110047846889955,4939.140263333448,12.585440874914568,69.30963773069037,8017.7717019822285,10000.0,86.772409463818,43.31372237239625,1020,46,2.6,2354.4818927635993,10877,3033,650,0.6861990950226244,2296
Montefiores,SAL12696,4965.008550152416,97.74436090225564,4336.339371155161,86.338004101162,12.235133287764867,6103.896103896103,10000.0,10.0,15.98639455782313,869,39,2.6,84.21221478124875,630,1517,303,0.40285031424271933,1640
Monterey,SAL12697,16839.388858770086,34.17634996582365,4270.333194496237,24.359193438140807,70.9501025290499,5782.638414217362,10000.0,95.0442631487589,44.18886198547216,847,44,2.5,4008.8526297517797,4619,2600,480,0.7083825265643447,1785
Moonbah,SAL12709,7765.649098608727,91.86602870813397,4656.496582365004,58.96274777853726,43.882433356117566,7139.439507860561,10000.0,10.0,29.372937293729372,939,44,2.8,3.6442041969085,564,2084,400,0.5121651511427869,2183
Moonbi,SAL12710,3727.9643550908895,53.383458646616546,3226.944292549556,85.5604921394395,16.404647983595353,2580.314422419686,9785.714285714286,10.0,17.770034843205575,660,50,2.4,6.0382253349053165,1201,1484,220,0.5188811188811189,1354
Moonee Beach,SAL12714,7248.785868964063,55.02392344497608,4000.358670460838,54.1866028708134,47.641831852358166,4928.229665071771,10000.0,50.64814255732978,31.278331822302814,801,41,2.8,119.44427671989328,2176,1965,450,0.5661192739844425,1875
Moore Creek,SAL12721,9297.880436154372,96.92412850307586,5035.854066985647,53.16131237183869,50.717703349282296,8397.129186602871,10000.0,10.0,32.88256227758007,1057,37,3.2,26.383622283673617,2868,2167,450,0.4731096717851685,2523
Moorebank,SAL12723,15069.296036956,35.406698564593306,4230.887692180357,27.076213260423785,61.24401913875598,5669.8564593301435,10000.0,77.05032426457859,39.09441233140655,843,36,3.1,911.5097279373578,11408,2500,500,0.684369011771147,2201
Moorland (NSW),SAL12725,3667.8539768476667,29.87012987012987,2898.8205741626793,78.03315105946686,5.194805194805195,1319.207108680793,10000.0,10.0,12.8099173553719,581,46,2.5,13.765212427105732,516,1473,300,0.5850655368727659,1260
Moree,SAL12733,4530.2410054503525,97.81271360218729,4215.57040328093,92.05399863294599,24.06015037593985,5868.0792891319215,9785.714285714286,10.0,20.756046020192535,851,38,2.4,2.3154323696618526,8962,1326,230,0.3595769682726205,1575
Morisset,SAL12734,4023.9816967059965,7.450444292549556,2520.159500694021,61.6285030758715,22.55639097744361,1090.2255639097743,8714.285714285716,51.68990437617867,20.219435736677116,564,53,2.1,150.69713128536006,4078,1647,380,0.6738952536824877,959
Morisset Park,SAL12735,8176.361006070627,47.641831852358166,3983.419131156439,47.718728639781276,34.2447026657553,4870.12987012987,10000.0,80.71172878500737,25.04638218923933,794,38,2.9,1142.345757001474,1085,2029,480,0.5897112962604146,1858
Morpeth,SAL12738,4565.802572455457,11.209842788790157,2767.038643073262,59.60355434039644,57.89473684210527,2112.0984278879014,8428.57142857143,59.31891007601852,36.93495038588755,634,55,2.1,379.56730228055557,1686,1788,370,0.6508129094879883,1122
Mortdale,SAL12739,10068.161377265887,70.19822282980178,4507.652797618621,43.77136021872864,80.24606971975393,6565.276828434723,10000.0,93.30618781518332,51.79625569235958,903,38,2.6,3661.2375630366632,10745,2286,420,0.5842064911832354,1995
Mortlake (NSW),SAL12740,18377.73597224068,82.29665071770334,5148.780875120993,27.016404647983606,84.14217361585783,9419.002050580997,9142.857142857143,80.8221476510067,55.861526357199054,1321,35,2.1,8196.308724832215,1954,3033,560,0.5298433587608455,2347
Morts Estate,SAL12743,3133.701223052132,30.28024606971975,2721.6505707769857,85.85099111414901,6.425153793574847,1233.7662337662337,9357.142857142859,68.7162681555205,13.409961685823754,575,46,2.2,661.4880446656148,545,1300,285,0.5217391304347826,1133
Mosman,SAL12749,29906.92536091442,80.24606971975393,5343.1798707011685,16.866028708133967,96.30895420369104,9692.412850307586,9571.428571428572,91.37457660427962,70.31581236071098,1487,45,2.3,3274.915320855924,28329,3870,590,0.6005897263462832,2892
Mossy Point,SAL12752,5117.097969589568,81.47641831852359,3968.566554501306,76.55502392344498,64.31989063568011,5457.963089542037,9214.285714285716,55.401545843749105,40.51282051282051,831,54,2.4,262.04637531247306,608,1733,340,0.4812552068869758,1759
Mount Annan,SAL12756,10379.291587842594,77.92207792207793,4661.139077013345,43.908065618591934,49.41900205058099,7272.727272727273,9809.52380952381,80.76161466023879,32.13754646840148,947,34,3.2,1152.3229320477592,11784,2224,480,0.5419543497684997,2493
Mount Austin,SAL12759,3157.810636810989,48.73547505126453,2954.657433026539,92.56664388243335,9.637730690362268,1821.5994531784006,9571.428571428572,82.86090005844535,15.09433962264151,612,37,2.3,1572.1800116890706,4035,1148,250,0.43288084464555054,1124
Mount Colah,SAL12761,14384.302880290716,81.74982911825018,4981.216246234919,33.62952836637048,81.13465481886534,8154.477101845524,10000.0,70.21812823734666,52.497729336966394,1032,40,2.9,706.5438471203998,7816,2544,525,0.5688729874776386,2505
Mount Druitt,SAL12767,5095.755797848045,14.764183185235815,2965.430328893964,57.19412166780589,67.94258373205741,1756.6643882433355,9619.04761904762,88.57555026294337,42.4445374633738,608,33,3.1,2715.1100525886736,16986,1815,355,0.6888917004048584,1478
Mount Hunter,SAL12776,14756.43420820412,24.743677375256322,4000.5772385509226,26.110731373889266,37.935748462064254,4958.988380041012,10000.0,10.0,26.64835164835165,802,39,3.2,22.870857519748636,749,2600,430,0.7481296758104737,2200
Mount Hutton (NSW),SAL12777,5374.466531041267,37.04716336295284,3418.2966366825385,62.60252904989747,35.47505126452495,3342.4470266575527,9571.428571428572,80.41913632514817,25.59955382041272,710,43,2.3,1083.8272650296358,3712,1798,395,0.5843986998916577,1519
Mount Keira,SAL12779,11759.22433644835,71.70198222829802,4647.8675794073415,38.52529049897471,74.77785372522214,7057.4162679425835,10000.0,54.72895271333353,46.93028095733611,935,40,2.9,241.86858140000572,1691,2468,420,0.6091320444261621,2476
Mount Kembla,SAL12780,13829.402254950588,78.74231032125769,4898.9452260009675,34.42412850307586,78.87901572112098,7891.319207108681,10000.0,52.57172768017797,50.513698630136986,1002,42,3.0,177.15183040533907,1083,2600,440,0.5988023952095808,2824
Mount Kuring-Gai,SAL12783,19548.14613136139,57.621326042378676,4768.518380970781,23.393711551606287,78.33219412166781,7457.279562542721,10000.0,52.232359809770536,49.950149551345966,961,42,3.0,166.970794293116,1766,2648,568,0.635876090610742,2428
Mount Lewis,SAL12785,10600.520404479937,3.2809295967190706,2983.4704573797912,27.144565960355422,50.78605604921395,1514.0123034859876,10000.0,93.53966346153847,32.88973384030418,596,37,3.3,3707.9326923076924,1234,2571,400,0.9954827052142489,1539
Mount Ousley,SAL12793,14163.171788354173,34.381408065618594,4177.361204739416,28.49453178400546,77.03349282296651,5471.633629528366,10000.0,85.07378689344672,49.162011173184354,832,42,2.8,2014.7573786893447,1611,2450,500,0.6795488165680473,2293
Mount Pleasant (NSW),SAL12795,14449.687606948162,92.75461380724539,5235.962331559418,35.23581681476418,83.59535201640465,8995.215311004784,10000.0,82.12755102040816,55.06329113924051,1160,40,2.9,1425.5102040816328,1397,2600,550,0.5172413793103448,2862
Mount Pritchard,SAL12796,5585.499505814393,5.536568694463432,2720.2298874848148,47.70164046479835,38.82433356117566,649.3506493506493,10000.0,91.84928407511555,27.0610278372591,520,36,3.1,3369.85681502311,10426,1950,380,0.8653846153846153,1396
Mount Riverview,SAL12799,11596.072838406186,67.80587833219413,4578.427582808316,38.482570061517436,69.85645933014354,6818.181818181817,10000.0,80.10733036485678,43.54066985645933,918,40,2.8,1021.4660729713564,3074,2383,450,0.5990447461035696,2248
Mount Saint Thomas,SAL12802,7377.91145078142,62.81613123718387,4107.5500794386335,54.673615857826384,57.963089542036904,5256.322624743678,10000.0,88.42910101946246,36.9826435246996,819,37,2.6,2685.8202038924933,1449,2167,300,0.6105945336714568,1835
Mount Vernon,SAL12807,25571.75188996779,33.90293916609706,4452.858272541863,16.41319207108681,39.097744360902254,6801.093643198907,9571.428571428572,52.95808944518311,27.162629757785467,917,40,3.8,188.7426833554934,1235,3000,495,0.7549702206190756,3177
Mount Victoria,SAL12808,4364.5118168424715,34.654818865345185,3168.9846206425154,71.60799726589201,78.67395762132604,2860.5604921394397,9142.857142857143,10.0,50.25996533795494,680,49,2.1,57.18850420290118,945,1625,380,0.5514705882352942,1197
Mount Warrigal,SAL12812,6306.429790784783,12.440191387559809,3091.27135739268,48.01777170198222,19.958988380041013,1907.0403280929597,10000.0,87.810416338531,19.08713692946058,622,42,2.6,2562.0832677062003,4880,1950,405,0.7234726688102894,1365
Mulbring,SAL12824,7053.589704324746,43.19890635680109,3778.13021189337,52.56322624743677,31.237183868762813,4224.196855775803,10000.0,10.0,23.697916666666664,758,46,2.9,24.786660270109177,682,2080,360,0.633245382585752,2067
Mulgoa,SAL12825,17531.812751029538,57.758031442241965,4714.056390977443,25.88858509911141,47.77853725222146,7327.40943267259,10000.0,10.0,31.344792719919113,951,41,3.3,37.66381178412961,2044,2750,450,0.6673137587964086,2533
Mullaway,SAL12833,5017.1175770426635,64.04647983595352,3706.2712966348217,72.87252221462748,41.83185235816815,3950.786056049214,10000.0,56.572827417380665,28.448275862068968,743,40,2.7,297.18482252141985,607,1609,410,0.4997411740345792,1760
Mullion Creek,SAL12837,5317.266493643751,94.19002050580998,4264.18967874231,79.19514695830486,28.058783321941217,5847.573479152426,10000.0,10.0,22.58064516129032,850,39,3.0,3.5731892338088667,561,1733,300,0.47049773755656105,1800
Mullumbimby,SAL12839,7148.916213463134,16.541353383458645,3300.839813243619,45.17259056732741,63.294600136705405,2580.314422419686,10000.0,51.71404317801179,40.09640666082384,660,45,2.5,151.42129534035377,4180,1929,500,0.6744755244755245,1355
Mullumbimby Creek,SAL12840,8942.066972664597,10.594668489405331,3289.128161312372,35.78263841421736,65.61859193438141,2559.808612440191,10000.0,10.0,41.33738601823708,659,48,2.6,43.48712373445675,512,2167,440,0.7588420684020077,1488
Mulwala,SAL12841,3563.9795151985345,35.88516746411483,2951.623034859877,81.81818181818181,10.321257689678742,2204.3745727956248,9142.857142857143,10.0,15.359477124183007,638,53,2.3,7.155447836729302,2557,1509,270,0.5458162527128044,1185
Murrays Beach,SAL12865,12646.75541631878,86.60287081339713,4994.344617604414,38.491114149008894,70.26657552973342,8215.994531784005,10000.0,56.441902735292814,43.76163873370577,1040,44,2.8,293.2570820587844,882,2383,579,0.5287721893491124,2303
Murrumbateman,SAL12871,13245.59391152581,97.47095010252906,5394.931305536568,39.73000683526999,75.39302802460696,9569.377990430621,10000.0,10.0,47.55667506297229,1389,40,3.1,25.950256372993028,3607,2600,528,0.4319654427645788,3348
Murrurundi,SAL12875,2470.670341590844,18.865345181134654,2288.5027341079976,91.6267942583732,9.706083390293916,649.3506493506493,8357.142857142859,10.0,15.113871635610765,520,54,2.0,12.937992105771166,945,1083,250,0.4806213017751479,877
Murwillumbah,SAL12877,4655.364338113,18.660287081339714,2964.5092811457375,62.67942583732058,38.892686261107315,1654.1353383458645,9785.714285714286,67.81534890049623,27.065302911093625,604,46,2.4,634.4604670148868,7616,1733,346,0.6621242995415181,1147
Myocum,SAL12888,8062.887000097524,29.254955570745047,3673.2429938482574,44.557416267942585,64.38824333561176,3841.4217361585784,10000.0,10.0,40.54054054054054,738,47,2.5,37.663676061437904,1217,2167,380,0.6776110068792995,1505
Nabiac,SAL12896,3876.2530500561816,20.574162679425836,2817.781613123718,71.69343814080656,8.475734791524266,1045.7963089542038,10000.0,10.0,14.44805194805195,562,48,2.6,9.004583012652343,1294,1517,330,0.6229126745140979,1253
Nambucca Heads,SAL12898,2666.2637157158747,8.33902939166097,2144.592726443769,79.43438140806562,19.00205058099795,495.5570745044429,7928.571428571429,53.880878501864885,18.74408330703692,499,57,2.0,216.42635505594663,6675,1300,280,0.6012024048096192,839
Nana Glen,SAL12900,4919.660378101228,44.087491455912506,3416.9613807245387,68.45522898154476,30.348598769651403,3021.189336978811,10000.0,10.0,23.299319727891156,688,44,2.7,17.409893802723758,1132,1733,350,0.581283542039356,1540
Narara,SAL12905,6830.157947985034,64.52494873547505,4059.368753631393,58.433014354066984,55.29733424470267,5102.529049897471,10000.0,80.13892259160397,35.29549170754497,808,38,2.8,1027.7845183207958,8471,1950,420,0.5569306930693069,1896
Narellan,SAL12906,7720.195014303696,42.173615857826384,3847.5911078463796,48.838004101162,28.776486671223513,4425.837320574163,10000.0,74.71310448509146,22.7553118574366,768,36,2.7,841.3931345527436,3358,2037,430,0.6120793269230769,1706
Narellan Vale,SAL12907,9345.695258444166,79.49419002050581,4596.2231489588985,48.18010936431989,39.50786056049214,6903.622693096378,10000.0,88.55988574558829,27.361460957178842,923,35,3.0,2711.977149117659,6931,2167,460,0.5417951495957997,2248
Naremburn,SAL12908,21341.639423437475,90.84073820915927,5443.066246115672,24.504442925495567,96.65071770334929,9842.78879015721,9785.714285714286,98.70548219287716,70.9832134292566,1593,39,2.4,4741.09643857543,5924,3500,602,0.5070259307547443,3272
Narrabeen,SAL12911,15606.799163613605,61.51742993848257,4689.827147162986,29.0498974709501,66.09706083390294,8079.28913192071,8928.57142857143,93.78954795830109,41.6941907907519,1025,48,2.0,3757.9095916602178,8255,2600,565,0.5853658536585366,1780
Narrabri,SAL12912,4497.724328835617,95.28366370471633,4070.4097744360906,89.49931647300068,28.913192071086808,5379.357484620643,9785.714285714286,10.0,22.84105131414268,826,39,2.4,5.662353993648148,7327,1448,260,0.4045446079344384,1590
Narrandera,SAL12915,3122.37664426855,52.97334244702666,2998.335269993165,95.02734107997266,24.196855775803144,1989.0635680109365,9571.428571428572,10.0,20.85201793721973,626,44,2.3,12.208725899712402,4369,1083,210,0.3992381420496437,1113
Narrawallee,SAL12918,5069.057774721621,26.38414217361586,3194.597821997408,62.02153110047847,44.70266575529733,2597.402597402597,9571.428571428572,60.72733461931238,29.66903073286052,662,50,2.3,421.8200385793714,1487,1733,400,0.604113409249361,1309
