LGA_CODE_2021,separate_house,semi_attached,flat_apartment,other_dwelling,total_dwellings,pct_separate,pct_semi_attached,pct_apartment,pct_other,pct_low_density,pct_medium_density,pct_high_density,median_age,pct_age_55_plus,total_population,median_personal_income,median_household_income,median_family_income,tertiary_qualified,total_qualified,pct_tertiary,urban_proximity_score,subdivision_potential_score,high_subdivision_potential,luxury_apartment_demand_score,high_luxury_demand,downsizing_wave_score,high_downsizing_potential,transform_prob_5yr,transform_prob_10yr,transform_prob_15yr,redevelopment_readiness_score,readiness_percentile,readiness_category
LGA17000,7479,615,231,94,9255,80.81,6.65,2.5,1.02,80.81,6.65,2.5,37,26.94,24577,819,2016,2315,2192,11551,18.98,63.72,85.49,True,69.38,False,82.9,False,45.07,69.83,83.43,76.46,72.55,Very High
LGA16610,7455,819,326,197,9675,77.05,8.47,3.37,2.04,77.05,8.47,3.37,46,39.26,23565,609,1137,1431,1797,10482,17.14,63.54,85.42,True,41.13,False,75.21,False,40.43,64.51,78.86,67.42,51.27,High
LGA34880,7071,98,380,232,8759,80.73,1.12,4.34,2.65,80.73,1.12,4.34,43,34.89,22858,655,1269,1596,2264,10395,21.78,63.19,85.28,True,56.39,False,75.7,False,42.48,66.91,80.97,71.24,59.09,High
LGA60810,8335,716,30,143,9968,83.62,7.18,0.3,1.43,83.62,7.18,0.3,48,40.74,22760,634,1209,1562,2602,10810,24.07,63.01,85.2,True,61.01,False,78.44,False,43.41,67.98,81.88,73.02,64.09,High
LGA56580,6202,917,474,0,8218,75.47,11.16,5.77,0.0,75.47,11.16,5.77,43,33.6,22132,1178,3226,4244,9681,13617,71.09,62.3,84.92,True,94.04,True,93.44,True,49.17,74.16,86.86,84.81,90.0,Very High
LGA45040,7468,807,36,74,9643,77.44,8.37,0.37,0.77,77.44,8.37,0.37,43,36.09,21644,603,1109,1398,1453,8744,16.62,61.77,84.71,True,42.51,False,70.97,False,39.92,63.9,78.31,66.14,48.91,High
LGA72300,5750,115,119,226,7121,80.75,1.61,1.67,3.17,80.75,1.61,1.67,39,25.59,21411,1119,2346,2675,2057,10717,19.19,61.59,84.64,True,73.68,False,84.0,False,45.59,70.4,83.9,77.13,74.09,Very High
LGA26610,6734,403,399,140,8721,77.22,4.62,4.58,1.61,77.22,4.62,4.58,39,32.84,21403,715,1379,1721,1844,8897,20.73,61.42,84.57,True,58.28,False,77.73,False,42.86,67.35,81.35,71.66,60.55,High
LGA14870,7455,643,133,64,9585,77.78,6.71,1.39,0.67,77.78,6.71,1.39,46,39.67,20842,632,1196,1658,1969,10080,19.53,61.06,84.42,True,50.79,False,77.58,False,41.85,66.18,80.33,69.63,55.45,High
LGA64210,7426,406,366,51,8894,83.49,4.56,4.12,0.57,83.49,4.56,4.12,46,38.44,20709,670,1290,1675,2490,9452,26.34,60.88,84.35,True,62.86,False,80.02,False,43.7,68.31,82.16,73.2,64.73,High
LGA23190,7469,351,371,21,9126,81.84,3.85,4.07,0.23,81.84,3.85,4.07,41,34.74,20429,772,1381,1850,2345,9430,24.87,60.71,84.28,True,65.76,False,79.79,True,44.03,68.67,82.47,73.81,66.73,High
LGA15700,7117,524,393,166,9156,77.73,5.72,4.29,1.81,77.73,5.72,4.29,52,47.04,20407,525,976,1309,2183,10024,21.78,60.53,84.21,True,46.71,False,72.47,False,40.59,64.71,79.04,67.16,50.73,High
LGA25430,8075,257,13,33,9589,84.21,2.68,0.14,0.34,84.21,2.68,0.14,51,44.7,20253,674,1252,1702,4904,11623,42.19,60.35,84.14,True,71.4,False,79.74,False,44.7,69.42,83.09,75.1,69.27,Very High
LGA22410,7578,435,87,74,9565,79.23,4.55,0.91,0.77,79.23,4.55,0.91,49,42.32,20152,640,1214,1599,1845,9210,20.03,60.18,84.07,True,53.0,False,78.55,False,42.2,66.59,80.69,70.14,56.73,High
LGA60610,7310,632,145,15,8857,82.53,7.14,1.64,0.17,82.53,7.14,1.64,40,32.11,19918,661,1225,1598,2000,8927,22.4,60.0,84.0,True,57.78,False,71.03,False,41.83,66.16,80.32,69.4,54.73,High
