Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly,Region,mean,median,Neighbor_Premium,Neighbor_Premium_Pct
Curl Curl,SAL11168,56850.34434441226,69.17293233082707,5323.842397065069,8.364661654135332,88.38004101161997,9282.2966507177,10000.0,84.26259697515869,60.810810810810814,1260,40,3.0,1852.5193950317373,2364,3775,705,0.6913919413919414,3870,Northern Beaches,63621.16451802923,48830.49623310633,-6770.820173616972,-10.6
Winston Hills,SAL14353,20115.888502212598,44.49760765550239,4530.61233145698,21.52255639097744,77.51196172248804,6647.300068352699,10000.0,87.79148289615296,49.29622014866361,907,41,2.9,2558.296579230591,12123,2681,530,0.6821304384700195,2309,Hills District,26786.83125898034,25580.39699312587,-6670.942756767741,-24.9
Darling Point,SAL11212,22472.919788768668,80.041011619959,5215.08450641552,22.206083390293912,95.01025290498974,9979.494190020509,8714.285714285716,94.41163310961969,68.70283866331297,1799,49,1.9,5931.394481730053,3977,3900,825,0.500277932184547,3219,Eastern Suburbs,28807.53771574804,24038.139102028028,-6334.617926979372,-22.0
Sydney Olympic Park,SAL13731,10887.068503856202,79.69924812030075,4732.898157071131,42.47265892002734,93.84825700615174,8841.421736158576,8166.666666666667,71.00328303364356,67.67441860465117,1135,31,2.0,730.0984910093069,4848,2400,520,0.4879701796001355,1975,CBD & Inner City,17056.364298331853,14347.623734291474,-6169.295794475651,-36.2
Marrickville,SAL12514,13807.53705747087,83.11688311688312,4991.47655430977,35.150375939849624,89.47368421052632,8523.581681476418,9571.428571428572,98.01867831028866,62.184189079054605,1077,37,2.3,4603.735662057733,26570,2600,480,0.5571030640668524,2170,Inner West,19869.97574012379,17027.035519438894,-6062.438682652921,-30.5
Beacon Hill,SAL10238,57569.99235275524,43.882433356117566,4850.163641448289,7.424812030075188,76.0082023239918,7713.602187286398,10000.0,88.53683043448132,48.47182425978988,982,41,3.2,2707.3660868962647,7814,3250,730,0.7637474541751528,2937,Northern Beaches,63621.16451802923,48830.49623310633,-6051.172165273994,-9.5
Bundeena,SAL10669,19818.004985139574,21.941216678058783,4091.002457646669,19.64285714285714,69.99316473000684,5191.387559808612,10000.0,83.92160190055999,43.593875906527,812,50,2.5,1784.320380111997,2103,2600,554,0.7389162561576355,1832,Sutherland Shire,25764.296693725984,15690.264990625808,-5946.29170858641,-23.1
Allambie Heights,SAL10036,57751.661081682265,46.616541353383454,4909.878062433114,7.501708817498297,77.44360902255639,7915.242652084757,10000.0,80.48122733946603,49.269889224572005,1006,43,3.0,1096.2454678932072,7317,3467,600,0.7953050925217924,2890,Northern Beaches,63621.16451802923,48830.49623310633,-5869.503436346968,-9.2
Waterloo (NSW),SAL14201,11522.91746225842,79.15242652084757,4767.124681216145,40.37081339712919,88.65345181134656,9022.556390977445,8119.04761904762,26.665490784019752,61.16330714041681,1172,33,1.8,14444.836405326749,16379,2500,530,0.4922551850879496,2028,CBD & Inner City,17056.364298331853,14347.623734291474,-5533.446836073434,-32.4
Lewisham (NSW),SAL12322,14481.503181617236,89.95215311004785,5169.540289894401,34.697539302802454,93.71155160628844,9453.178400546822,9166.666666666666,92.04425054534124,67.54703328509407,1344,34,2.2,6325.958242443128,4060,2817,520,0.4836881868131868,2405,Inner West,19869.97574012379,17027.035519438894,-5388.472558506555,-27.1
Petersham,SAL13202,14874.956612283771,87.5598086124402,5138.418026463412,33.54408749145591,91.11414900888585,9193.43814080656,9357.14285714286,91.77750155376008,64.47492015780576,1223,36,2.2,6370.416407706651,8200,2900,450,0.5472042266809233,2217,Inner West,19869.97574012379,17027.035519438894,-4995.01912784002,-25.1
Norwest,SAL13036,21991.65254672403,71.77033492822966,5039.515703726566,21.91558441558442,80.9295967190704,8342.447026657554,10000.0,83.35144475718816,52.311273694712334,1053,37,2.5,1670.288951437631,4688,2823,579,0.6186719263642341,2207,Hills District,26786.83125898034,25580.39699312587,-4795.178712256307,-17.9
Sylvania,SAL13732,22151.710798306747,25.153793574846205,4209.354996912694,18.002392344497622,61.107313738892685,5591.25085440875,10000.0,90.98364312267658,38.97270114942529,840,46,2.6,3196.728624535316,10749,2730,530,0.75,1961,Sutherland Shire,25764.296693725984,15690.264990625808,-3612.585895419237,-14.0
Alexandria,SAL10030,13621.713016590922,92.54955570745044,5189.658510722794,37.098427887901565,95.83048530416951,9876.965140123037,8738.095238095239,88.64009047215154,69.73628543223805,1629,34,2.0,2728.0180944303083,9649,2751,560,0.389715257118572,2654,CBD & Inner City,17056.364298331853,14347.623734291474,-3434.651281740931,-20.1
Zetland,SAL14542,13698.357842240144,74.43609022556392,4813.900695441508,34.14217361585783,95.48872180451129,9292.54955570745,7976.190476190477,22.943954268671558,69.42872397223705,1262,30,2.0,15685.348577109482,12622,2642,600,0.4831159331951725,2192,CBD & Inner City,17056.364298331853,14347.623734291474,-3358.006456091709,-19.7
Stanmore (NSW),SAL13665,16534.77081072956,88.4483937115516,5237.103279751103,30.67327409432673,94.19002050580998,9340.396445659602,9571.428571428572,92.4679802955665,68.04606675775912,1283,36,2.3,6255.336617405583,7619,3000,490,0.5396006954853408,2395,Inner West,19869.97574012379,17027.035519438894,-3335.2049293942327,-16.8
Paddington (NSW),SAL13126,25603.358415287385,81.95488721804512,5311.515581566505,19.74538619275461,99.1114149008886,9945.317840054684,9142.857142857143,83.15012910365179,74.40962259986757,1698,38,2.1,7808.311816058035,12701,4000,650,0.5436259853220984,3131,Eastern Suburbs,28807.53771574804,24038.139102028028,-3204.179300460655,-11.1
Enmore (Inner West - NSW),SAL11428,16907.94669422151,84.48393711551606,5154.496763743175,29.485645933014357,93.43814080656186,9251.537935748462,9357.14285714286,78.12150993969175,67.33917015607156,1245,35,2.2,8646.415010051374,3871,2994,500,0.5549582947173308,2309,Inner West,19869.97574012379,17027.035519438894,-2962.02904590228,-14.9
North Manly,SAL13007,60884.90112995938,61.58578263841422,5197.065244777395,7.535885167464116,83.04853041695146,8861.927546138073,10000.0,90.48281207258138,54.52550740537575,1141,40,3.1,3096.562414516276,3396,3600,675,0.7281062495786422,3169,Northern Beaches,63621.16451802923,48830.49623310633,-2736.263388069856,-4.3
Newtown (NSW),SAL12969,17146.124344656277,81.81818181818183,5099.653510656379,28.74231032125768,95.96719070403282,9405.331510594668,8952.380952380954,74.45774781019597,69.84203429011751,1309,34,2.1,9257.042031634004,14690,3000,550,0.5288828818240583,2330,Inner West,19869.97574012379,17027.035519438894,-2723.8513954675145,-13.7
Surry Hills,SAL13714,14347.623734291474,84.4155844155844,5044.5185895043405,34.159261790840745,94.12166780587832,9620.64251537936,8500.0,33.9288969917958,67.9785035138487,1442,35,1.8,12023.701002734731,15828,2839,550,0.4543369252107116,2308,CBD & Inner City,17056.364298331853,14347.623734291474,-2708.7405640403795,-15.9
Darlinghurst,SAL11213,14391.64254084149,83.6637047163363,5032.943317273228,33.97129186602871,94.5317840054682,9760.765550239235,8285.714285714286,32.836970474967906,68.3943457774556,1535,37,1.7,12387.676508344031,10615,2964,550,0.4456026058631921,2279,CBD & Inner City,17056.364298331853,14347.623734291474,-2664.7217574903625,-15.6
Maroubra,SAL12511,26281.432117944438,58.50991114149009,4917.753553963005,17.7118933697881,85.09911141490089,8103.212576896787,9785.714285714286,98.8765069395198,57.38748627881449,1026,39,2.4,5187.248843413366,30722,3000,540,0.6747638326585695,2141,Eastern Suburbs,28807.53771574804,24038.139102028028,-2526.105597803602,-8.8
Como (NSW),SAL10996,23482.11143472907,78.60560492139439,5208.518503846042,21.18079289131921,81.61312371838687,8902.93916609706,10000.0,87.68544600938968,52.84444444444445,1149,40,3.1,2537.0892018779346,4053,3000,590,0.6025306286402892,3152,Sutherland Shire,25764.296693725984,15690.264990625808,-2282.185258996913,-8.9
Redfern,SAL13352,15030.304904519797,77.51196172248804,4936.52539859623,31.843814080656188,90.84073820915928,9084.073820915926,8714.285714285716,36.530681915166,64.23841059602648,1191,36,1.9,11156.439361611334,13072,2811,500,0.5446618872311567,2145,CBD & Inner City,17056.364298331853,14347.623734291474,-2026.0593938120564,-11.9
Northwood (NSW),SAL13034,50543.53918987057,77.85372522214628,5463.055264589364,9.808612440191396,99.93164730006836,9733.424470266576,10000.0,86.98952879581152,77.08333333333334,1526,46,3.1,2397.905759162304,916,4200,1200,0.6351446718419195,5012,Lower North Shore,52440.98571109013,32311.411619194238,-1897.4465212195573,-3.6
Glebe (NSW),SAL11645,18007.95418041209,59.33014354066985,4748.2285474127575,25.3673957621326,92.54955570745044,8250.170881749827,8928.57142857143,88.46372688477952,66.75535284429242,1045,38,2.0,6922.71218587008,11680,3000,420,0.6624953993375047,1756,Inner West,19869.97574012379,17027.035519438894,-1862.0215597117021,-9.4
Pyrmont,SAL13297,15328.733357872448,86.39781271360218,5132.768214186298,32.48462064251538,90.77238550922762,9384.825700615174,9142.857142857143,29.16335089794601,64.17094764455132,1297,37,2.1,13612.21636735133,12658,2800,580,0.4981910918688097,2422,CBD & Inner City,17056.364298331853,14347.623734291474,-1727.6309404594049,-10.1
Tamarama,SAL13757,27558.434509568924,89.81544771018454,5535.7981774928985,19.0874914559125,96.85577580314424,9972.658920027345,10000.0,99.6251249583472,71.14624505928853,1788,36,2.5,4925.024991669444,1478,4109,850,0.5303304078471863,4522,Eastern Suburbs,28807.53771574804,24038.139102028028,-1249.1032061791157,-4.3
North Parramatta,SAL13011,7185.300330265472,76.62337662337663,4282.105025257593,58.59535201640465,82.02323991797677,6172.248803827752,9571.428571428572,86.44179517820899,53.58926787498216,874,38,2.3,2288.359035641799,12064,2054,390,0.5423340961098398,1703,Parramatta,8162.495635349953,8084.85282138108,-977.1953050844804,-12.0
Croydon (NSW),SAL11135,18951.62154918253,28.22966507177033,4190.665980361103,21.11244019138755,88.03827751196172,5498.974709501026,10000.0,97.08056171470804,60.494441679110665,835,42,2.7,4416.112342941611,10755,2700,480,0.7461999078765545,2157,Inner West,19869.97574012379,17027.035519438894,-918.3541909412597,-4.6
Westmead,SAL14278,7495.410406765103,95.83048530416951,4736.530689067923,62.19241285030759,96.3773069036227,7628.161312371839,9619.04761904762,96.04799015586546,70.57519992292129,974,33,2.6,5658.668307355756,16555,2000,410,0.473858790080556,2144,Parramatta,8162.495635349953,8084.85282138108,-667.0852285848496,-8.2
Woollahra,SAL14422,28723.480818213506,81.06630211893369,5350.165509478654,17.626452494873547,98.15447710184552,9890.635680109364,9357.14285714286,94.9516535305111,72.81831187410587,1638,42,2.2,5841.391078248152,7189,4000,670,0.5635390250774867,3013,Eastern Suburbs,28807.53771574804,24038.139102028028,-84.05689753453407,-0.3
Parramatta,SAL13167,8084.85282138108,93.3697881066302,4741.520263164098,57.64695830485304,95.21531100478468,7983.595352016406,9214.285714285716,95.37090457541312,69.0591707097484,1015,32,2.4,5771.515904097813,30211,2080,440,0.4729064039408867,2092,Parramatta,8162.495635349953,8084.85282138108,-77.64281396887327,-1.0
